category,name,userId,messageId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,business_id,location,sponsored_listing,button_name,userAgentData.brands,userAgentData.mobile,userAgentData.platform,search_text,event_type
,,,ajs-next-1756924530942-aa5da296-f030-44c9-950d-dc099ed7c340,2025-09-03 18:35:30.942000+00:00,f704aa5d-a296-4030-b4c9-550ddc099ed7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,true,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,impression
index,index,,ajs-next-1756924529789-c7f704aa-5da2-46f0-b0f4-c9550ddc099e,2025-09-03 18:35:29.789000+00:00,f704aa5d-a296-4030-b4c9-550ddc099ed7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,macOS,,page
dashboard,dashboard,,ajs-next-1756935555702-39a904b4-46ce-47dc-827a-e238897016cd,2025-09-03 21:39:15.702000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/dashboard,,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,/dashboard,,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,dashboard,dashboard,1756935553850x436998202047056400,,,,,,,,page
,,,ajs-next-1756935581801-af9038a9-48c0-47ee-bcac-19ffd31e4c1b,2025-09-03 21:39:41.801000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,search,,,,,button_click
index,index,,ajs-next-1756935568004-27431ad2-af90-48a9-88c0-27eebcac19ff,2025-09-03 21:39:28.004000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,page
,,,ajs-next-1756935584990-25f33f39-86e0-4403-856a-0dc60741b2e6,2025-09-03 21:39:44.990000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,"1754084205128x675147807630683600, 1744397288473x909294892772270800, 1743547361284x291138005899707260, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1754081360962x724252535884739300, 1747170561218x640297169073643000",,false,,,,,,impression
search,search,,ajs-next-1756935584075-74033790-61d6-45f3-bf39-86e02403456a,2025-09-03 21:39:44.075000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,search,search,,,,,,,,,page
,,,ajs-next-1756935584378-379061d6-25f3-4f39-86e0-2403456a0dc6,2025-09-03 21:39:44.378000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,,sidebar,true,,,,,,impression
,,,ajs-next-1756935584682-61d625f3-3f39-46e0-a403-456a0dc60741,2025-09-03 21:39:44.682000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,1752717497153x537286585580736960,main_list,true,,,,,,impression
,,,ajs-next-1756935568490-1ad2af90-38a9-48c0-a7ee-bcac19ffd31e,2025-09-03 21:39:28.490000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,true,,,,,,impression
Marketing/B2B,,,ajs-next-1756935582107-38a948c0-27ee-4cac-99ff-d31e4c1b994e,2025-09-03 21:39:42.107000+00:00,905aea89-f63d-43b1-82bb-003e9da20684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,search
,,1746827109704x963221719337950200,ajs-next-1756959812264-3f7d63ce-6cb9-4223-94d2-54db4d2bd904,2025-09-04 04:23:32.264000+00:00,fe9ede5f-0b62-48f5-8471-7deb6bbb3f83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,"1744134674881x127285411168640110, 1746635677548x343522492232585660, 1746827109704x963221719337950200, 1750785338983x949958887494882000, 1750784029587x963255839088365200, 1753982403438x535213824960417500, 1744391553368x301043576290850300, 1753135741395x558904608479141570",,false,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,impression
,,1746827109704x963221719337950200,ajs-next-1756959811637-292c8762-3f7d-43ce-acb9-222314d254db,2025-09-04 04:23:31.637000+00:00,fe9ede5f-0b62-48f5-8471-7deb6bbb3f83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,,sidebar,true,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,impression
search,search,1746827109704x963221719337950200,ajs-next-1756959811329-d873292c-8762-4f7d-a3ce-6cb9222314d2,2025-09-04 04:23:31.329000+00:00,fe9ede5f-0b62-48f5-8471-7deb6bbb3f83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,search,search,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,page
,,1746827109704x963221719337950200,ajs-next-1756959811949-87623f7d-63ce-4cb9-a223-14d254db4d2b,2025-09-04 04:23:31.949000+00:00,fe9ede5f-0b62-48f5-8471-7deb6bbb3f83,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,1753982403438x535213824960417500,main_list,true,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",False,Windows,,impression
