category,messageId,originalTimestamp,anonymousId,name,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,business_id,sponsored_listing,traits,button_name,location,email,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,search_text,event_type
,ajs-next-1764908822833-6d42aa7d-6c90-4f59-8d01-2f09eab8739b,2025-12-05 04:27:02.833000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/purple-sage-bodywork,https://coloradocatholicbusinessdirectory.com/,,Purple Sage Bodywork | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/purple-sage-bodywork,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,ajs-next-1764906644610-18a61a53-c6c6-4786-999f-ec2dc4263a71,2025-12-05 03:50:44.610000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,,,,"At Purple Sage Bodywork, massage therapy is more than a treatment — it’s a way to support your unique journey toward wellness. Whether you're seeking pain relief, stress reduction, or new ways to care for your body, I’m honored to walk that path with you.",11,description,,,,,,,,,,,,,input_changed
,ajs-next-1764908759516-e1a4b2a4-2682-4b86-af58-fa35d7ebb27d,2025-12-05 04:25:59.516000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,true,,,sidebar,,,,,,,,,,,,,,,,,impression
search,ajs-next-1764908759212-a723e1a4-b2a4-4682-ab86-af58fa35d7eb,2025-12-05 04:25:59.212000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,search,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,search,search,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764906644614-1a53c6c6-5786-499f-ac2d-c4263a7158e5,2025-12-05 03:50:44.614000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,save,,,,,,,,,,,,,,,,,,button_click
,ajs-next-1764906563248-d90018a6-1a53-46c6-9786-199fec2dc426,2025-12-05 03:49:23.248000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,,,,"Bodywork - Massage, Manual Lymphatic Drainage ",9,sub_category,,,,,,,,,,,,,input_changed
,ajs-next-1764908821486-eb86af58-fa35-47eb-b27d-b2ac2de2ac79,2025-12-05 04:27:01.486000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,false,,more_info_text,,,,,,,,,,,,,,,,,,button_click
,ajs-next-1764906386863-1268ea94-a4e7-473f-96af-e66d73834110,2025-12-05 03:46:26.863000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,"1753374338412x209529915103450200, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1744335958024x226211831616957250",true,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764906396541-704d03c5-d467-4a97-b781-18f72e51d900,2025-12-05 03:46:36.541000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,,,,,2,logo,,,,,,,,,,,,,input_changed
,ajs-next-1764906521321-2e51d900-18a6-4a53-86c6-5786199fec2d,2025-12-05 03:48:41.321000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,,,,Health & Wellness,8,main_category,,,,,,,,,,,,,input_changed
index,ajs-next-1764908723648-fb2a0a05-0c73-4f21-9781-16836f729d2c,2025-12-05 04:25:23.648000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,index,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,?confirmation_email=1764906016172x676243879142182500,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1764906016172x676243879142182500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,/,android-app://com.google.android.gm/,?confirmation_email=1764906016172x676243879142182500,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1764906016172x676243879142182500,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764906514441-18f72e51-d900-48a6-9a53-c6c65786199f,2025-12-05 03:48:34.441000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,,,,St. Thomas More,7,parish,,,,,,,,,,,,,input_changed
,ajs-next-1764906654269-c6c65786-199f-4c2d-8426-3a7158e5b113,2025-12-05 03:50:54.269000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,1764893879099x465248075524681500,,,faith,,,,,,,,,,,,,,,,,,button_click
,ajs-next-1764908757061-8f215781-1683-4f72-9d2c-8c5a5a77a101,2025-12-05 04:25:57.061000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
how_it_works,ajs-next-1764907888297-b18c1aa5-1532-44af-9347-c0463af83101,2025-12-05 04:11:28.297000+00:00,8c1aa515-3274-4f53-87c0-463af8310187,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763720260786x446607020575083200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763720260786x446607020575083200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763720260786x446607020575083200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763720260786x446607020575083200,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764908759211-19cca723-e1a4-42a4-a682-eb86af58fa35,2025-12-05 04:25:59.211000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,ajs-next-1764908723644-cde8fb2a-0a05-4c73-8f21-578116836f72,2025-12-05 04:25:23.644000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,?confirmation_email=1764906016172x676243879142182500,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=1764906016172x676243879142182500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,"{'business_id': '1764893879099x465248075524681500', 'email': 'purplesagebodywork@gmail.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,identify
,ajs-next-1764908760127-2682eb86-af58-4a35-97eb-b27db2ac2de2,2025-12-05 04:26:00.127000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,"1746631267951x741803061642879500, 1761762460002x434978052003146300, 1744740154739x566945822952470660, 1764893879099x465248075524681500, 1749057953945x756346430245684600, 1762957766158x632118084948257900, 1746765568691x979794717919274100, 1747415704843x665338483592092500, 1747185390251x665604546429507900, 1745528732739x896561533370513300, 1761930377989x951815782791809400, 1747420152884x437771544876149700, 1751224250248x539537516841198200, 1749173974503x736079030141835600, 1744157592334x292550965261606100, 1764781838221x716772635359430500, 1753909381745x872991521395046100, 1746938798847x931997689495082400",false,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764908724039-0c738f21-5781-4683-af72-9d2c8c5a5a77,2025-12-05 04:25:24.039000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,"1750436264420x989591292213482400, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1743547621069x279645472884266780",true,,,,,,,,,,,,,,,,,,,,impression
Health & Wellness,ajs-next-1764908757365-57811683-6f72-4d2c-8c5a-5a77a101bc4a,2025-12-05 04:25:57.365000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,android-app://com.google.android.gm/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,search
,ajs-next-1764908759821-b2a42682-eb86-4f58-ba35-d7ebb27db2ac,2025-12-05 04:25:59.821000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Health%20%26%20Wellness,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Health%20%26%20Wellness,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,,,,,,,,,true,,,main_list,,,,,,,,,,,,,,,,,impression
profile,ajs-next-1764908822833-aa7d6c90-1f59-4d01-af09-eab8739bed98,2025-12-05 04:27:02.833000+00:00,46f3c9ba-52f4-4653-a34b-a00964e08cad,business_profile,1764893879099x465248075524681500,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/business_profile/purple-sage-bodywork,https://coloradocatholicbusinessdirectory.com/,,Purple Sage Bodywork | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/purple-sage-bodywork,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,/business_profile/purple-sage-bodywork,https://coloradocatholicbusinessdirectory.com/,,Purple Sage Bodywork | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/purple-sage-bodywork,profile,business_profile,1764893879099x465248075524681500,,,,,,,,,,,,,,,,,,,,,page
about_us,ajs-next-1764936183898-14bace7d-6af9-45c2-93cc-cf862d511dfe,2025-12-05 12:03:03.898000+00:00,bace7d6a-f925-4213-8ccf-862d511dfe25,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763182799857x198603596118485100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763182799857x198603596118485100,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1763182799857x198603596118485100,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763182799857x198603596118485100,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
index,ajs-next-1764945639221-66abdc1d-a044-4391-9e10-9ed784da66fc,2025-12-05 14:40:39.221000+00:00,3eba2330-9692-4b90-a335-11a94717e0b4,index,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764945639524-a0440391-9e10-4ed7-84da-66fcd9e6a2e5,2025-12-05 14:40:39.524000+00:00,3eba2330-9692-4b90-a335-11a94717e0b4,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1750436264420x989591292213482400, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1743547621069x279645472884266780",true,,,,,,,,,,,,,,,,,,,,impression
,ajs-next-1764945639223-dc1da044-0391-4e10-9ed7-84da66fcd9e6,2025-12-05 14:40:39.223000+00:00,3eba2330-9692-4b90-a335-11a94717e0b4,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1750436264420x989591292213482400, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1743547621069x279645472884266780",true,,,,,,,,,,,,,,,,,,,,impression
about_us,ajs-next-1764945898132-ec2291fb-5cf8-4a61-98f8-fee8dff51c0c,2025-12-05 14:44:58.131000+00:00,2291fb5c-f84a-4198-b8fe-e8dff51c0c91,about_us,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1762986449950x868214420859292300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1762986449950x868214420859292300,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1762986449950x868214420859292300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1762986449950x868214420859292300,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
how_it_works,ajs-next-1764946387132-66555dbf-806b-480e-82f9-c2a398d2813e,2025-12-05 14:53:07.132000+00:00,555dbf80-6ba8-4e82-b9c2-a398d2813e9c,how_it_works,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763424103926x691033815036723200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763424103926x691033815036723200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/how_it_works/1763424103926x691033815036723200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763424103926x691033815036723200,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1764958483548-905c7321-b7d3-46ea-a1ff-3d40e85a45c8,2025-12-05 18:14:43.548000+00:00,327bd68d-fd35-4c43-8f7d-bb059a9d542b,business_profile,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,profile,business_profile,1748581534531x956271769254002200,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1764958424147-2e327bd6-8dfd-45ac-830f-7dbb059a9d54,2025-12-05 18:13:44.147000+00:00,327bd68d-fd35-4c43-8f7d-bb059a9d542b,business_profile,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,https://www.google.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/humble-energy-services-llc-1748581534531x956271769254002200,profile,business_profile,1748581534531x956271769254002200,,,,,,,,,,,,,,,,,,,,,page
about_us,ajs-next-1764958447078-a5f34834-0f90-4cc9-94f2-d2879551d447,2025-12-05 18:14:07.078000+00:00,327bd68d-fd35-4c43-8f7d-bb059a9d542b,about_us,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/about_us/1764958376481x255999859663154980,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1764958376481x255999859663154980,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,/about_us/1764958376481x255999859663154980,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1764958376481x255999859663154980,about_us,about_us,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1764965073171-2dc156bb-b383-40ab-a393-22b08228ee93,2025-12-05 20:04:33.171000+00:00,94052dc1-56bb-4383-90ab-639322b08228,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,"1743549178851x847080663521240200, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1753374338412x209529915103450200, 1750436264420x989591292213482400",true,,,,,,,,,,,,,,,,,,,,impression
dashboard,ajs-next-1764965131562-8f6f71f7-42c6-465b-8203-0804f0ac8d81,2025-12-05 20:05:31.562000+00:00,6f71f742-c6f6-4b82-8308-04f0ac8d817a,dashboard,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,1764965135172x611587706012382000,,,,,,,,,,,,,,,,,,,,,page
