messageId,name,originalTimestamp,anonymousId,category,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,input_value,input_num,input_name,sponsored_listing,traits,button_name,email,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,search_text,location,event_type
ajs-next-1778691477965-673ece8c-9e69-4c95-9dc3-032e34a57bbf,,2026-05-13 16:57:57.965000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691403482-e79c8661-b95d-4b0d-a803-385fd17df088,,2026-05-13 16:56:43.482000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691552222-3317e2f1-8610-4e25-a7c6-1e62f49c5571,search,2026-05-13 16:59:12.222000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,search,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,search,search,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691594629-bbf3f249-1d88-42f1-98fe-b62a45b8811c,,2026-05-13 16:59:54.629000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691347346-38cf6e0e-8201-483d-a79c-8661b95d6b0d,,2026-05-13 16:55:47.346000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,true,,,,,,,,,,,,,,,,sidebar,impression
ajs-next-1778691415906-8661b95d-6b0d-4803-b85f-d17df0885e25,,2026-05-13 16:56:55.906000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691448497-8063e5cd-3372-4815-9a01-3d0a2a560787,,2026-05-13 16:57:28.497000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1763569204895x378265538177280400,,,,,,false,,profile_arrow_map,,,,,,,,,,,,,,,button_click
ajs-next-1778691347662-6e0e8201-983d-479c-8661-b95d6b0da803,,2026-05-13 16:55:47.662000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1752717497153x537286585580736960,,,,,,true,,,,,,,,,,,,,,,,main_list,impression
ajs-next-1778691562338-5bc0036a-16df-4880-bbe3-6dd79afb1bc0,business_profile,2026-05-13 16:59:22.338000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,profile,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/business_profile/rocky-mountain-financial-solutions-1777405836126x277715594249416060,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rocky-mountain-financial-solutions-1777405836126x277715594249416060,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/business_profile/rocky-mountain-financial-solutions-1777405836126x277715594249416060,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rocky-mountain-financial-solutions-1777405836126x277715594249416060,1777405836126x277715594249416060,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691576977-c87407c9-71b6-4bf3-b249-1d88e2f158fe,,2026-05-13 16:59:36.977000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1771436045389x658317953644361100,,,,,,true,,,,,,,,,,,,,,,,main_list,impression
ajs-next-1778691438179-6b0da803-385f-417d-b088-5e254dc78063,,2026-05-13 16:57:18.179000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,button_click
ajs-next-1778691467265-bdb0f191-f675-4dfc-9e8c-673ece8c9e69,,2026-05-13 16:57:47.265000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,true,,,,,,,,,,,,,,,,sidebar,impression
ajs-next-1778691258654-01ea13e9-1e07-484d-baea-a22a291f3808,,2026-05-13 16:54:18.654000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,"1771436045389x658317953644361100, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1751744301621x758526182685981300, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1753982403438x535213824960417500",,,,,,true,,,,,,,,,,,,,,,,,impression
ajs-next-1778691399056-983de79c-8661-495d-ab0d-a803385fd17d,,2026-05-13 16:56:39.056000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691508003-032e34a5-7bbf-4969-9fd5-a79be1cf7e91,,2026-05-13 16:58:28.003000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,button_click
ajs-next-1778691439126-d17df088-5e25-4dc7-8063-e5cd3372d815,,2026-05-13 16:57:19.126000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,true,,,,,,,,,,,,,,,,sidebar,impression
ajs-next-1778691438818-385fd17d-f088-4e25-8dc7-8063e5cd3372,search,2026-05-13 16:57:18.818000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,search,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,search,search,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691439433-f0885e25-4dc7-4063-a5cd-3372d8159a01,,2026-05-13 16:57:19.433000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1751744301621x758526182685981300,,,,,,true,,,,,,,,,,,,,,,,main_list,impression
ajs-next-1778691347979-8201983d-e79c-4661-b95d-6b0da803385f,,2026-05-13 16:55:47.979000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,"1754084205128x675147807630683600, 1743547621069x279645472884266780, 1754081360962x724252535884739300, 1753374338412x209529915103450200, 1757438153395x416809556103947500, 1768426055630x579798080961828200, 1777321143190x321072500270616060, 1752717497153x537286585580736960, 1765399408996x262641226191956400, 1744643921578x315333816253624100, 1776373432940x530737443814194940, 1744397288473x909294892772270800, 1757437593796x460281345015416640",,,,,,false,,,,,,,,,,,,,,,,,impression
ajs-next-1778691598231-f2491d88-e2f1-48fe-b62a-45b8811ceac0,,2026-05-13 16:59:58.231000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691438495-a803385f-d17d-4088-9e25-4dc78063e5cd,,2026-05-13 16:57:18.495000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,Other,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,main_search,search
ajs-next-1778691347037-feff38cf-6e0e-4201-983d-e79c8661b95d,search,2026-05-13 16:55:47.037000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,search,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,search,search,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691486437-9e690c95-1dc3-432e-b4a5-7bbfb969dfd5,,2026-05-13 16:58:06.437000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691519197-b969dfd5-a79b-41cf-be91-28ef3317e2f1,,2026-05-13 16:58:39.197000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,Other,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,,,,,Immaculate Conception - Lafayette,,,,,main_search,search
ajs-next-1778691489120-0c951dc3-032e-44a5-bbbf-b969dfd5a79b,,2026-05-13 16:58:09.120000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691552586-e2f18610-2e25-47c6-9e62-f49c557142b2,,2026-05-13 16:59:12.586000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,true,,,,,,,,,,,,,,,,sidebar,impression
ajs-next-1778691258195-cd3c01ea-13e9-4e07-a84d-7aeaa22a291f,index,2026-05-13 16:54:18.195000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,index,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1778691467581-f191f675-bdfc-4e8c-a73e-ce8c9e690c95,,2026-05-13 16:57:47.581000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1751744301621x758526182685981300,,,,,,true,,,,,,,,,,,,,,,,main_list,impression
ajs-next-1778691552903-86102e25-67c6-4e62-b49c-557142b24d6f,,2026-05-13 16:59:12.903000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1771436045389x658317953644361100,,,,,,true,,,,,,,,,,,,,,,,main_list,impression
ajs-next-1778691553211-2e2567c6-1e62-449c-9571-42b24d6f9109,,2026-05-13 16:59:13.211000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,"1764963280733x431041418968701760, 1761762406893x958878656538368500, 1771003581692x955050931630977700, 1776360466250x658348247885801300, 1770152894907x464897480736850900, 1766011883106x917993758751800300, 1760458225389x690604949380638100, 1746827109704x963221719337950200, 1777405836126x277715594249416060, 1744391553368x301043576290850300, 1775244057768x699511577684581800, 1768584016102x834619843946063900, 1761919898226x928695665795906700, 1771436045389x658317953644361100, 1744134674881x127285411168640110, 1750785338983x949958887494882000, 1757369121056x350487849823425600, 1753982403438x535213824960417500, 1753135741395x558904608479141570, 1763672237927x725969385673238800, 1765991015203x350068785849064760, 1746635677548x343522492232585660, 1758312173588x895819358343598700, 1750784029587x963255839088365200",,,,,,false,,,,,,,,,,,,,,,,,impression
ajs-next-1778691419690-b95d6b0d-a803-485f-917d-f0885e254dc7,,2026-05-13 16:56:59.690000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691443296-4dc78063-e5cd-4372-9815-9a013d0a2a56,,2026-05-13 16:57:23.296000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
ajs-next-1778691561090-67c61e62-f49c-4571-82b2-4d6f910922f7,,2026-05-13 16:59:21.090000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,1777405836126x277715594249416060,,,,,,false,,profile_arrow,,,,,,,,,,,,,,,button_click
ajs-next-1778691622364-45b8811c-eac0-4b2f-8d82-7becac804c05,,2026-05-13 17:00:22.364000+00:00,37e4ea75-6eaa-4929-a265-b019a09cb079,,1777405836126x277715594249416060,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,"[{'brand': 'Chromium', 'version': '148'}, {'brand': 'Google Chrome', 'version': '148'}, {'brand': 'Not/A)Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,button_click
