category,originalTimestamp,messageId,userId,anonymousId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,category_properties,name_properties,button_name,business_id,sponsored_listing,search_text,location,event_type
,2026-03-14 04:23:08.576000+00:00,ajs-next-1773462188576-e3459415-554e-4627-9b81-41d21523932d,,0d1e4c1b-83a1-4da0-899e-37f097f91e03,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/411.0.879111500 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,,,,,1752717497153x537286585580736960,true,,main_list,impression
profile,2026-03-14 04:23:24.445000+00:00,ajs-next-1773462204446-3bce691c-c4d4-4b20-9144-e580b21b8120,,ce691cc4-d43b-4051-84e5-80b21b812049,business_profile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 (compatible; Google-Read-Aloud; +https://support.google.com/webmasters/answer/1061943)",/business_profile/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/longbowman-services-llc-1765399408996x262641226191956400,[],False,,/business_profile/longbowman-services-llc-1765399408996x262641226191956400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/longbowman-services-llc-1765399408996x262641226191956400,profile,business_profile,,1765399408996x262641226191956400,,,,page
,2026-03-14 15:15:59.802000+00:00,ajs-next-1773501359802-60d13d46-5a20-44bb-b05d-0a8e154b1618,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,"1751224250248x539537516841198200, 1749173974503x736079030141835600, 1751402056748x637551618886434600, 1745273541628x945470626229355500, 1750783674403x491887953737125700, 1746938798847x931997689495082400, 1749057953945x756346430245684600, 1744282156200x727555159743162000, 1763569204895x378265538177280400, 1758312173588x895819358343598700, 1749742920378x965836759111504900, 1744391553368x301043576290850300, 1754084205128x675147807630683600, 1765001972595x338020444395840100, 1764711530894x480989914892320700, 1762957766158x632118084948257900, 1763672237927x725969385673238800, 1771517879190x523242735258870900, 1749580724532x760028975589297300, 1760458225389x690604949380638100, 1744319857648x144922844539837200, 1759423986281x805514757919405700, 1744907031541x119079844893356540, 1751319669665x621437589169731200, 1757437593796x460281345015416640, 1761762460002x434978052003146300, 1759930025997x126109694575208930, 1762271200864x775090106640580500, 1770152894907x464897480736850900, 1747864432460x772931238395911000, 1768844277981x664142917381285000, 1746467711533x453074785848415400, 1761044854709x307607562836745150, 1758147388607x898014240790697700, 1760118921086x941497076227920600, 1762889659042x996969350831174300, 1769635123521x385801932800474700, 1768427614253x929508274229176300, 1748389292320x918627677903932400, 1744760380914x558772773612561600, 1744134674881x127285411168640110, 1766070455303x639821695383855700, 1758568877707x715638242996164100, 1748581534531x956271769254002200, 1757720364741x595714121363069200, 1762364811793x796217509980630800, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1747165674437x491901038958021200, 1753909381745x872991521395046100, 1753135741395x558904608479141570, 1761919898226x928695665795906700, 1764963280733x431041418968701760, 1768238584049x399775147114029200, 1763509156539x144450665564595840, 1744737250347x219277345743008400, 1764781838221x716772635359430500, 1747185390251x665604546429507900, 1744751205492x235134337285239230, 1754949567759x639105313824555300, 1744397288473x909294892772270800, 1749068120323x412920063824988600, 1754927931120x470668069008822300, 1764893879099x465248075524681500, 1744260813114x505427712482621440, 1769719058268x843927058977011000, 1772482882558x843076024552954900, 1763305551668x997299018011994600, 1744743906400x631087870982087000, 1751749348389x952656707958261400, 1746765568691x979794717919274100, 1744736810207x919925185055488400, 1751744301621x758526182685981300, 1765399408996x262641226191956400, 1771003581692x955050931630977700, 1763255155587x707008769292458900, 1771021914207x198452557005754900, 1745528732739x896561533370513300, 1768581853937x610498789092930300, 1768584016102x834619843946063900, 1744398484109x785674167096991400, 1744579851707x640487742075829500, 1746635677548x343522492232585660, 1744740154739x566945822952470660, 1743547621069x279645472884266780, 1750784029587x963255839088365200, 1744748222708x779656090283929300, 1754941249648x796792188496967000, 1761762406893x958878656538368500, 1744643921578x315333816253624100, 1747398900475x598159844147748100, 1754624056001x759184470890143000, 1745597587022x519433479989605000, 1747415704843x665338483592092500, 1768426055630x579798080961828200, 1757369121056x350487849823425600, 1747594874125x270237571814453630, 1771433486472x495156137805681660, 1747184079669x994211808429350800, 1766011883106x917993758751800300, 1763408145585x201322720695875870, 1763148950401x545361905340972600, 1758120880051x675194275556497400, 1754505203290x671062062407191900, 1750423781412x480534435350699700, 1744157592334x292550965261606100, 1764342295066x618134664283571500, 1746548006831x128230088489826860, 1757438153395x416809556103947500, 1747170561218x640297169073643000, 1754081360962x724252535884739300, 1771538218470x758525499484679000, 1753374338412x209529915103450200, 1752687366861x422755081931784260, 1748365021326x105262688542451250, 1746855895334x711816173120128000, 1755271286521x378031808974615550, 1753985929691x853149258569598100, 1770943484557x164806709481949200, 1755621956288x571897163769246900, 1747221865162x703532834449508000, 1772982809798x739419868972941400, 1750785338983x949958887494882000, 1747827548541x313848517899538500, 1746843461447x686795565273950000, 1744175271939x575064790204550460, 1747163465846x476237095610093000, 1745533127765x291393362647413700, 1759153763139x433792388290277000, 1746827109704x963221719337950200, 1761930377989x951815782791809400, 1765991015203x350068785849064760, 1747420152884x437771544876149700, 1752182630575x854371423894944000, 1751425811600x127124815802215140, 1750783679107x801419812763124500, 1747848709032x210920410073364830, 1747216018889x770977089491677400, 1747183179554x540122160625888100, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1753911193017x504194995643152640, 1770755356265x111382421474427680, 1746631267951x741803061642879500, 1750784475796x702583457937545900, 1757355028996x505189727810192200, 1753465897836x101289632151690960, 1771436045389x658317953644361100, 1755533063776x956164571796881400, 1771545376609x752763268373144000",false,,,impression
search,2026-03-14 15:15:58.726000+00:00,ajs-next-1773501358726-2b2ea9a8-571f-40d1-bd46-5a20c4bb705d,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,page
,2026-03-14 15:15:59.463000+00:00,ajs-next-1773501359463-571f60d1-3d46-4a20-84bb-705d0a8e154b,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,1770943484557x164806709481949200,true,,main_list,impression
,2026-03-14 15:15:59.148000+00:00,ajs-next-1773501359148-a9a8571f-60d1-4d46-9a20-c4bb705d0a8e,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,,true,,sidebar,impression
profile,2026-03-14 15:35:45.652000+00:00,ajs-next-1773502545652-ea961291-46fd-422c-92f8-3c39bf7e9b90,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/j-y-j-valdes-flooring-llc-1750783679107x801419812763124500,profile,business_profile,,1750783679107x801419812763124500,,,,page
profile,2026-03-14 15:35:39.876000+00:00,ajs-next-1773502539876-f9307fc0-1dc2-4fc5-8475-ada8b74ff002,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,profile,business_profile,,1754927931120x470668069008822300,,,,page
profile,2026-03-14 15:35:52.489000+00:00,ajs-next-1773502552489-d97bb44e-49c1-4ebc-aae0-0e44ad87fadc,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,profile,business_profile,,1768581853937x610498789092930300,,,,page
,2026-03-14 16:47:46.743000+00:00,ajs-next-1773506866743-3d465a20-c4bb-405d-8a8e-154b16188b3b,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:09:39.704000+00:00,ajs-next-1773508179704-0cb07a4f-71a4-4fc7-80dc-d42e46e5346b,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,1743547621069x279645472884266780,true,,main_list,impression
,2026-03-14 16:47:58.760000+00:00,ajs-next-1773506878760-705d0a8e-154b-4618-8b3b-c0ad7663ac25,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:04:10.405000+00:00,ajs-next-1773507850405-dd6d67e0-2929-4fe0-9282-9bf962138174,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:04:22.808000+00:00,ajs-next-1773507862808-2929cfe0-1282-4bf9-a213-8174da934efa,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:46.342000+00:00,ajs-next-1773508006342-da7f281b-1710-4c28-aae6-731a78c289e9,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 16:47:51.990000+00:00,ajs-next-1773506871990-5a20c4bb-705d-4a8e-954b-16188b3bc0ad,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:04:40.989000+00:00,ajs-next-1773507880989-9bf96213-8174-4a93-8efa-bf7a41efd401,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:09:32.170000+00:00,ajs-next-1773508172170-d6ca0fa0-033f-4707-871e-428fa34e41b3,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,more_info_text,1759930025997x126109694575208930,false,,,button_click
,2026-03-14 16:48:44.308000+00:00,ajs-next-1773506924308-e361836e-5e25-457f-9745-6a48f1af905e,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/metalarc-llc-1755533063776x956164571796881400,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/metalarc-llc-1755533063776x956164571796881400,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1755533063776x956164571796881400,,,,button_click
,2026-03-14 17:06:14.185000+00:00,ajs-next-1773507974185-21f74f71-08b9-4cb3-9503-156bb47a6779,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:06:31.523000+00:00,ajs-next-1773507991523-1503156b-b47a-4779-9a7f-281b17102c28,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,map_maker,,,,,button_click
,2026-03-14 17:10:13.050000+00:00,ajs-next-1773508213050-0c34d2f7-06f9-47c4-8663-b3043296a9ee,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,"1752182630575x854371423894944000, 1748581534531x956271769254002200, 1761762406893x958878656538368500, 1744736810207x919925185055488400, 1754949567759x639105313824555300, 1753911193017x504194995643152640, 1747163465846x476237095610093000, 1750785338983x949958887494882000, 1758568877707x715638242996164100, 1744751205492x235134337285239230, 1752717497153x537286585580736960, 1748389292320x918627677903932400, 1744175271939x575064790204550460, 1752687366861x422755081931784260, 1751402056748x637551618886434600, 1751425811600x127124815802215140, 1747827548541x313848517899538500, 1744579851707x640487742075829500, 1763569204895x378265538177280400, 1763672237927x725969385673238800, 1763408145585x201322720695875870, 1771436045389x658317953644361100, 1747848709032x210920410073364830, 1747221865162x703532834449508000, 1746843461447x686795565273950000, 1746467711533x453074785848415400, 1744740154739x566945822952470660, 1746855895334x711816173120128000, 1744743906400x631087870982087000, 1750783679107x801419812763124500, 1747183179554x540122160625888100, 1765991015203x350068785849064760, 1757369121056x350487849823425600, 1770755356265x111382421474427680, 1753135741395x558904608479141570, 1744391553368x301043576290850300, 1768584016102x834619843946063900, 1755621956288x571897163769246900, 1749742920378x965836759111504900, 1746548006831x128230088489826860, 1762957766158x632118084948257900, 1768581853937x610498789092930300, 1769635123521x385801932800474700, 1761044854709x307607562836745150, 1744398484109x785674167096991400, 1761930377989x951815782791809400, 1744748222708x779656090283929300, 1750784475796x702583457937545900, 1747420152884x437771544876149700, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1747165674437x491901038958021200, 1763255155587x707008769292458900, 1746765568691x979794717919274100, 1768844277981x664142917381285000, 1749068120323x412920063824988600, 1749173974503x736079030141835600, 1753465897836x101289632151690960, 1764963280733x431041418968701760, 1744282156200x727555159743162000, 1753374338412x209529915103450200, 1747864432460x772931238395911000, 1744737250347x219277345743008400, 1757437593796x460281345015416640, 1761919898226x928695665795906700, 1744335958024x226211831616957250, 1753909381745x872991521395046100, 1745273541628x945470626229355500, 1763305551668x997299018011994600, 1746938798847x931997689495082400, 1747594874125x270237571814453630, 1753982403438x535213824960417500, 1759930025997x126109694575208930, 1744134674881x127285411168640110, 1744319857648x144922844539837200, 1770943484557x164806709481949200, 1763509156539x144450665564595840, 1754505203290x671062062407191900, 1751224250248x539537516841198200, 1750784029587x963255839088365200, 1745597587022x519433479989605000, 1745528732739x896561533370513300, 1760118921086x941497076227920600, 1762889659042x996969350831174300, 1757720364741x595714121363069200, 1765001972595x338020444395840100, 1760458225389x690604949380638100, 1744260813114x505427712482621440, 1768427614253x929508274229176300, 1746827109704x963221719337950200, 1762364811793x796217509980630800, 1745533127765x291393362647413700, 1746631267951x741803061642879500, 1772982809798x739419868972941400, 1758312173588x895819358343598700, 1764342295066x618134664283571500, 1749580724532x760028975589297300, 1772482882558x843076024552954900, 1766011883106x917993758751800300, 1765399408996x262641226191956400, 1771433486472x495156137805681660, 1762271200864x775090106640580500, 1768426055630x579798080961828200, 1758147388607x898014240790697700, 1747170561218x640297169073643000, 1744643921578x315333816253624100, 1744397288473x909294892772270800, 1771545376609x752763268373144000, 1750423781412x480534435350699700, 1747216018889x770977089491677400, 1771021914207x198452557005754900, 1749057953945x756346430245684600, 1771003581692x955050931630977700, 1769719058268x843927058977011000, 1747398900475x598159844147748100, 1744157592334x292550965261606100, 1759153763139x433792388290277000, 1764711530894x480989914892320700, 1748365021326x105262688542451250, 1751319669665x621437589169731200, 1754624056001x759184470890143000, 1761762460002x434978052003146300, 1755271286521x378031808974615550, 1751744301621x758526182685981300, 1746635677548x343522492232585660, 1771517879190x523242735258870900, 1754927931120x470668069008822300, 1747415704843x665338483592092500, 1757355028996x505189727810192200, 1757438153395x416809556103947500, 1754941249648x796792188496967000, 1768238584049x399775147114029200, 1754081360962x724252535884739300, 1754084205128x675147807630683600, 1747185390251x665604546429507900, 1763148950401x545361905340972600, 1750783674403x491887953737125700, 1764781838221x716772635359430500, 1753985929691x853149258569598100, 1751749348389x952656707958261400, 1744907031541x119079844893356540, 1759423986281x805514757919405700, 1771538218470x758525499484679000, 1744760380914x558772773612561600, 1758120880051x675194275556497400, 1743549178851x847080663521240200, 1747184079669x994211808429350800, 1755533063776x956164571796881400, 1770152894907x464897480736850900, 1764893879099x465248075524681500, 1766070455303x639821695383855700",false,,,impression
,2026-03-14 16:55:55.200000+00:00,ajs-next-1773507355200-b44e49c1-bebc-4ae0-8e44-ad87fadce5a7,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rinnovate-design-+-build--1768581853937x610498789092930300,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,visit_website,1768581853937x610498789092930300,,,,button_click
profile,2026-03-14 17:09:33.604000+00:00,ajs-next-1773508173604-dda6f49a-934e-4b27-92b4-d1689627c1a6,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/business_profile/matt-mathias-homes-1759930025997x126109694575208930,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/matt-mathias-homes-1759930025997x126109694575208930,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,/business_profile/matt-mathias-homes-1759930025997x126109694575208930,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/matt-mathias-homes-1759930025997x126109694575208930,profile,business_profile,,1759930025997x126109694575208930,,,,page
,2026-03-14 17:10:12.733000+00:00,ajs-next-1773508212733-8f940c34-d2f7-46f9-a7c4-8663b3043296,,d918f347-eb14-4eb2-a18e-6f5e1d834b86,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"[{'brand': 'Not:A-Brand', 'version': '99'}, {'brand': 'Google Chrome', 'version': '145'}, {'brand': 'Chromium', 'version': '145'}]",False,Windows,,,,,,,,,1743547621069x279645472884266780,true,,main_list,impression
