anonymousId,category,name,originalTimestamp,messageId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,button_name,traits,properties,location,input_value,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,event_type
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:43.028000+00:00,ajs-next-1771817743028-5107ec0f-57b9-4bbd-9489-bc655d1539c8,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,,,,PO Box 1111,,Frederick,"Youth Sports in Colorado that Spark a Lifelong Love of Play
Programs from Fort Collins to Denver to Colorado Springs to the I70 Corridor and everywhere in between.

At Skyhawks-SuperTots Sports in Colorado, we specialize in youth sports programs that cater to children ages 2-14. Our primary focus is nurturing their love for play through a variety of sports classes, summer camps, and youth sports clubs. We offer comprehensive programs that cover a wide range of sports, including baseball, basketball, cheerleading, field hockey, Fit Kids!, flag football, flag rugby, GameOn!, golf, lacrosse, pickleball, soccer, tennis, track & field, and volleyball!

*15 Sports to Fit Every Age and Stage (2–14)
*Grow With Us—From Preschool Skills to Life & Sports Skills
*Try More, Commit Less—Affordable, Fun Youth Sports Programs Without the Pressure",askcolorado@skyhawks.com,Skyhawks-SuperTots Sports Colorado,Health & Wellness,Guardian Angels - Mead,303-222-8039,Youth Sports Camps / Life Skills,skyhawkscolorado.com,colorado@skyhawks.com,db_update
92cc5d0c-80dc-41f1-b93d-46d5647265e9,profile,business_profile,2026-02-23 03:35:44.032000+00:00,ajs-next-1771817744032-aaf11333-4bc8-411b-bc09-eb14c3c3f923,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,1746765568691x979794717919274100,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,profile,business_profile,2026-02-23 03:37:25.568000+00:00,ajs-next-1771817845568-a46e18bc-1208-4c27-970f-ecd6ea2ac25c,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,1746765568691x979794717919274100,profile,business_profile,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:31.592000+00:00,ajs-next-1771817851592-18bc1208-fc27-470f-acd6-ea2ac25ca1a3,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,logout,,,navbar,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:34:46.630000+00:00,ajs-next-1771817686630-524c3252-8960-4e13-ba62-2ad351215384,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,"1770943484557x164806709481949200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1771436045389x658317953644361100, 1744335958024x226211831616957250, 1744579851707x640487742075829500",,,true,,,,,,,,,,,,,,,,,,,,impression
92cc5d0c-80dc-41f1-b93d-46d5647265e9,index,index,2026-02-23 03:37:32.319000+00:00,ajs-next-1771817852319-be5b677e-f0e9-41f8-9191-66535f0baca2,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,start,start,2026-02-23 03:33:01.012000+00:00,ajs-next-1771817581012-fdf76cee-a71b-4287-9455-8172b8a9f076,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,"{'path': '/start', 'referrer': '', 'search': '?login=no', 'title': 'Login', 'url': 'https://coloradocatholicbusinessdirectory.com/start?login=no', 'category': 'start', 'name': 'start'}",,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:44.031000+00:00,ajs-next-1771817744031-1162aaf1-1333-4bc8-911b-bc09eb14c3c3,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,dashboard,dashboard,2026-02-23 03:34:56.969000+00:00,ajs-next-1771817696969-5cfcb870-a560-4b6d-8987-5107ec0f57b9,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1746765568691x979794717919274100,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,dashboard,dashboard,2026-02-23 03:37:10.063000+00:00,ajs-next-1771817830063-4912ad41-6846-431a-8a67-6fc486283893,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1746765568691x979794717919274100,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,page
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:34:44.885000+00:00,ajs-next-1771817684885-f2871455-8172-48a9-b076-35db4f9f8612,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,"{'button_name': 'login', 'email': 'colorado@skyhawks.com'}",,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:34:56.967000+00:00,ajs-next-1771817696967-61365cfc-b870-4560-9b6d-49875107ec0f,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:25.568000+00:00,ajs-next-1771817845568-ad75a46e-18bc-4208-bc27-570fecd6ea2a,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/skyhawks-supertots-sports-colorado,https://coloradocatholicbusinessdirectory.com/,,Skyhawks-SuperTots Sports Colorado | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/skyhawks-supertots-sports-colorado,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:36:56.668000+00:00,ajs-next-1771817816668-292f2904-be37-40ea-aa18-9c2874190da3,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,save,,,,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:19.342000+00:00,ajs-next-1771817839342-6846e31a-8a67-4fc4-8628-3893c8398eb7,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,save,,,,,,,,,,,,,,,,,,,button_click
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:35:57.397000+00:00,ajs-next-1771817757397-05c8f4de-0c4f-492f-a904-be3780eaea18,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,"{'business_id': '1746765568691x979794717919274100', 'email': 'colorado@skyhawks.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:03.120000+00:00,ajs-next-1771817823120-be3780ea-ea18-4c28-b419-0da395b5444b,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,,,,,,,,PO Box 1111,,Frederick,"Youth Sports in Colorado that Spark a Lifelong Love of Play
Programs from Fort Collins to Denver to Colorado Springs to the I70 Corridor and everywhere in between.

At Skyhawks-SuperTots Sports in Colorado, we specialize in youth sports programs that cater to children ages 2-14. Our primary focus is nurturing their love for play through a variety of sports classes, summer camps, and youth sports clubs. We offer comprehensive programs that cover a wide range of sports, including baseball, basketball, cheerleading, field hockey, Fit Kids!, flag football, flag rugby, GameOn!, golf, lacrosse, pickleball, soccer, tennis, track & field, and volleyball!

*15 Sports to Fit Every Age and Stage (2–14)
*Grow With Us—From Preschool Skills to Life & Sports Skills
*Try More, Commit Less—Affordable, Fun Youth Sports Programs Without the Pressure",colorado@skyhawks.com,Skyhawks-SuperTots Sports Colorado,Health & Wellness,Guardian Angels - Mead,303-222-8039,Youth Sports Camps / Life Skills,skyhawkscolorado.com,colorado@skyhawks.com,db_update
92cc5d0c-80dc-41f1-b93d-46d5647265e9,,,2026-02-23 03:37:02.586000+00:00,ajs-next-1771817822586-2904be37-80ea-4a18-9c28-74190da395b5,1746765568691x979794717919274100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1746765568691x979794717919274100,,,,faith,,,,,,,,,,,,,,,,,,,button_click
