messageId,originalTimestamp,anonymousId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,traits,input_num,input_name,input_value,button_name,location,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,search_text,userAgentData.brands,userAgentData.mobile,userAgentData.platform,event_type
ajs-next-1763267041003-0c79e53f-78ce-49f8-8d2d-3a6c63ba8ae2,2025-11-16 04:24:01.003000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,,,,,,main_search,,,,,,,,Holy Trinity - Colorado Springs,,,,,,,,,search
ajs-next-1763267006701-0f30817e-d86a-4b48-a036-0c79e53f78ce,2025-11-16 04:23:26.701000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
ajs-next-1763266995362-e626ae29-0f30-417e-986a-9b4820360c79,2025-11-16 04:23:15.362000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,1744335958024x226211831616957250,true,,,,,,,,,,,,,,,main_list,,,,,,,,,,,,,,,,,impression
ajs-next-1763266994407-cc9a1e28-75d7-4626-ae29-0f30817ed86a,2025-11-16 04:23:14.407000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,,,,,main_search,,,,,,,,Corpus Christi,,,,,,,,,search
ajs-next-1763266856173-d7f44d4e-87b1-4c9a-9e28-75d7e626ae29,2025-11-16 04:20:56.173000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,1744335958024x226211831616957250,true,,,,,,,,,,,,,,,main_list,,,,,,,,,,,,,,,,,impression
ajs-next-1763266995683-ae290f30-817e-486a-9b48-20360c79e53f,2025-11-16 04:23:15.683000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"1753985929691x853149258569598100, 1750784029587x963255839088365200, 1763148950401x545361905340972600, 1751744301621x758526182685981300, 1744737250347x219277345743008400, 1752687366861x422755081931784260, 1761044854709x307607562836745150, 1752182630575x854371423894944000, 1744760380914x558772773612561600, 1761762406893x958878656538368500, 1750436264420x989591292213482400, 1753135741395x558904608479141570, 1760118921086x941497076227920600, 1743547361284x291138005899707260, 1747216018889x770977089491677400, 1747415704843x665338483592092500, 1747183179554x540122160625888100, 1744335958024x226211831616957250, 1757437593796x460281345015416640, 1745597587022x519433479989605000, 1746467711533x453074785848415400, 1748389292320x918627677903932400, 1744579851707x640487742075829500, 1747398900475x598159844147748100, 1744736810207x919925185055488400, 1751319669665x621437589169731200, 1758120880051x675194275556497400, 1751402056748x637551618886434600, 1762889659042x996969350831174300, 1757438153395x416809556103947500, 1747184079669x994211808429350800, 1761930377989x951815782791809400, 1759423986281x805514757919405700, 1743547621069x279645472884266780, 1754624056001x759184470890143000, 1758147388607x898014240790697700, 1748365021326x105262688542451250, 1762364811793x796217509980630800, 1747221865162x703532834449508000, 1760458225389x690604949380638100, 1749173974503x736079030141835600, 1754949567759x639105313824555300, 1749068120323x412920063824988600, 1757355028996x505189727810192200, 1753465897836x101289632151690960, 1744134674881x127285411168640110, 1747163465846x476237095610093000, 1754081360962x724252535884739300, 1761919898226x928695665795906700, 1754927931120x470668069008822300, 1744391553368x301043576290850300, 1749057953945x756346430245684600, 1750784475796x702583457937545900, 1753911193017x504194995643152640, 1744282156200x727555159743162000, 1762271200864x775090106640580500, 1747165674437x491901038958021200, 1754941249648x796792188496967000, 1746827109704x963221719337950200, 1754084205128x675147807630683600, 1744907031541x119079844893356540, 1746938798847x931997689495082400, 1751425811600x127124815802215140, 1749742920378x965836759111504900, 1757369121056x350487849823425600, 1744175271939x575064790204550460, 1744643921578x315333816253624100, 1744157592334x292550965261606100, 1744398484109x785674167096991400, 1746631267951x741803061642879500, 1747185390251x665604546429507900, 1746548006831x128230088489826860, 1750423781412x480534435350699700, 1744319857648x144922844539837200, 1750783679107x801419812763124500, 1750783674403x491887953737125700, 1747827548541x313848517899538500, 1753982403438x535213824960417500, 1758312173588x895819358343598700, 1747170561218x640297169073643000, 1759153763139x433792388290277000, 1754505203290x671062062407191900, 1747848709032x210920410073364830, 1746765568691x979794717919274100, 1753374338412x209529915103450200, 1758568877707x715638242996164100, 1749580724532x760028975589297300, 1761762460002x434978052003146300, 1746635677548x343522492232585660, 1746855895334x711816173120128000, 1748581534531x956271769254002200, 1751749348389x952656707958261400, 1755621956288x571897163769246900, 1763255155587x707008769292458900, 1757720364741x595714121363069200, 1750785338983x949958887494882000, 1762957766158x632118084948257900, 1744751205492x235134337285239230, 1747420152884x437771544876149700, 1747594874125x270237571814453630, 1744397288473x909294892772270800, 1745533127765x291393362647413700, 1755271286521x378031808974615550, 1755533063776x956164571796881400, 1744743906400x631087870982087000, 1752717497153x537286585580736960, 1744260813114x505427712482621440, 1759930025997x126109694575208930, 1745528732739x896561533370513300, 1743549178851x847080663521240200, 1753909381745x872991521395046100, 1747864432460x772931238395911000, 1751224250248x539537516841198200, 1744740154739x566945822952470660, 1745273541628x945470626229355500, 1746843461447x686795565273950000, 1744748222708x779656090283929300",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1763266994750-1e2875d7-e626-4e29-8f30-817ed86a9b48,2025-11-16 04:23:14.750000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,search,search,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1763266856478-4d4e87b1-cc9a-4e28-b5d7-e626ae290f30,2025-11-16 04:20:56.478000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"1753985929691x853149258569598100, 1750784029587x963255839088365200, 1763148950401x545361905340972600, 1751744301621x758526182685981300, 1744737250347x219277345743008400, 1752687366861x422755081931784260, 1761044854709x307607562836745150, 1752182630575x854371423894944000, 1744760380914x558772773612561600, 1761762406893x958878656538368500, 1750436264420x989591292213482400, 1753135741395x558904608479141570, 1760118921086x941497076227920600, 1743547361284x291138005899707260, 1747216018889x770977089491677400, 1747415704843x665338483592092500, 1747183179554x540122160625888100, 1744335958024x226211831616957250, 1757437593796x460281345015416640, 1745597587022x519433479989605000, 1746467711533x453074785848415400, 1748389292320x918627677903932400, 1744579851707x640487742075829500, 1747398900475x598159844147748100, 1744736810207x919925185055488400, 1751319669665x621437589169731200, 1758120880051x675194275556497400, 1751402056748x637551618886434600, 1762889659042x996969350831174300, 1757438153395x416809556103947500, 1747184079669x994211808429350800, 1761930377989x951815782791809400, 1759423986281x805514757919405700, 1743547621069x279645472884266780, 1754624056001x759184470890143000, 1758147388607x898014240790697700, 1748365021326x105262688542451250, 1762364811793x796217509980630800, 1747221865162x703532834449508000, 1760458225389x690604949380638100, 1749173974503x736079030141835600, 1754949567759x639105313824555300, 1749068120323x412920063824988600, 1757355028996x505189727810192200, 1753465897836x101289632151690960, 1744134674881x127285411168640110, 1747163465846x476237095610093000, 1754081360962x724252535884739300, 1761919898226x928695665795906700, 1754927931120x470668069008822300, 1744391553368x301043576290850300, 1749057953945x756346430245684600, 1750784475796x702583457937545900, 1753911193017x504194995643152640, 1744282156200x727555159743162000, 1762271200864x775090106640580500, 1747165674437x491901038958021200, 1754941249648x796792188496967000, 1746827109704x963221719337950200, 1754084205128x675147807630683600, 1744907031541x119079844893356540, 1746938798847x931997689495082400, 1751425811600x127124815802215140, 1749742920378x965836759111504900, 1757369121056x350487849823425600, 1744175271939x575064790204550460, 1744643921578x315333816253624100, 1744157592334x292550965261606100, 1744398484109x785674167096991400, 1746631267951x741803061642879500, 1747185390251x665604546429507900, 1746548006831x128230088489826860, 1750423781412x480534435350699700, 1744319857648x144922844539837200, 1750783679107x801419812763124500, 1750783674403x491887953737125700, 1747827548541x313848517899538500, 1753982403438x535213824960417500, 1758312173588x895819358343598700, 1747170561218x640297169073643000, 1759153763139x433792388290277000, 1754505203290x671062062407191900, 1747848709032x210920410073364830, 1746765568691x979794717919274100, 1753374338412x209529915103450200, 1758568877707x715638242996164100, 1749580724532x760028975589297300, 1761762460002x434978052003146300, 1746635677548x343522492232585660, 1746855895334x711816173120128000, 1748581534531x956271769254002200, 1751749348389x952656707958261400, 1755621956288x571897163769246900, 1763255155587x707008769292458900, 1757720364741x595714121363069200, 1750785338983x949958887494882000, 1762957766158x632118084948257900, 1744751205492x235134337285239230, 1747420152884x437771544876149700, 1747594874125x270237571814453630, 1744397288473x909294892772270800, 1745533127765x291393362647413700, 1755271286521x378031808974615550, 1755533063776x956164571796881400, 1744743906400x631087870982087000, 1752717497153x537286585580736960, 1744260813114x505427712482621440, 1759930025997x126109694575208930, 1745528732739x896561533370513300, 1743549178851x847080663521240200, 1753909381745x872991521395046100, 1747864432460x772931238395911000, 1751224250248x539537516841198200, 1744740154739x566945822952470660, 1745273541628x945470626229355500, 1746843461447x686795565273950000, 1744748222708x779656090283929300",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1763267040170-9b482036-0c79-453f-b8ce-59f80d2d3a6c,2025-11-16 04:24:00.170000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,,,,,,main_search,,,,,,,,Holy Trinity - Colorado Springs,,,,,,,,,search
ajs-next-1763267040698-20360c79-e53f-48ce-99f8-0d2d3a6c63ba,2025-11-16 04:24:00.698000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
ajs-next-1763267055662-3167f92d-d427-4177-9f6c-4e4569b01f2e,2025-11-16 04:24:15.662000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,1750436264420x989591292213482400,true,,,,,,,,,,,,,,,main_list,,,,,,,,,,,,,,,,,impression
ajs-next-1763267039861-d86a9b48-2036-4c79-a53f-78ce59f80d2d,2025-11-16 04:23:59.861000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,,,,,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
ajs-next-1763267055993-f92dd427-2177-4f6c-8e45-69b01f2e8454,2025-11-16 04:24:15.993000+00:00,feb7d5bf-1550-4698-afd0-8dbf8ee60ae7,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=,"1760458225389x690604949380638100, 1749580724532x760028975589297300, 1761919898226x928695665795906700, 1751425811600x127124815802215140, 1762957766158x632118084948257900, 1760118921086x941497076227920600, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1743549178851x847080663521240200, 1751402056748x637551618886434600, 1746635677548x343522492232585660, 1749057953945x756346430245684600, 1750783674403x491887953737125700, 1743547361284x291138005899707260, 1744907031541x119079844893356540, 1746938798847x931997689495082400, 1748389292320x918627677903932400, 1744748222708x779656090283929300, 1745533127765x291393362647413700, 1745528732739x896561533370513300, 1744282156200x727555159743162000, 1755271286521x378031808974615550, 1747415704843x665338483592092500, 1757355028996x505189727810192200, 1744579851707x640487742075829500, 1744760380914x558772773612561600, 1748581534531x956271769254002200, 1762271200864x775090106640580500, 1759930025997x126109694575208930, 1746765568691x979794717919274100, 1758568877707x715638242996164100, 1744175271939x575064790204550460, 1759153763139x433792388290277000, 1759423986281x805514757919405700, 1752717497153x537286585580736960, 1755533063776x956164571796881400, 1757369121056x350487849823425600, 1754081360962x724252535884739300, 1761044854709x307607562836745150, 1744134674881x127285411168640110, 1761762460002x434978052003146300, 1751744301621x758526182685981300, 1747165674437x491901038958021200, 1763255155587x707008769292458900, 1752182630575x854371423894944000, 1747185390251x665604546429507900, 1746855895334x711816173120128000, 1762889659042x996969350831174300, 1744398484109x785674167096991400, 1746548006831x128230088489826860, 1746631267951x741803061642879500, 1754949567759x639105313824555300, 1747594874125x270237571814453630, 1753374338412x209529915103450200, 1746467711533x453074785848415400, 1754084205128x675147807630683600, 1744740154739x566945822952470660, 1755621956288x571897163769246900, 1749742920378x965836759111504900, 1744643921578x315333816253624100, 1744157592334x292550965261606100, 1761762406893x958878656538368500, 1753982403438x535213824960417500, 1746843461447x686795565273950000, 1754505203290x671062062407191900, 1744737250347x219277345743008400, 1747398900475x598159844147748100, 1744736810207x919925185055488400, 1752687366861x422755081931784260, 1758147388607x898014240790697700, 1750783679107x801419812763124500, 1757438153395x416809556103947500, 1744335958024x226211831616957250, 1748365021326x105262688542451250, 1745597587022x519433479989605000, 1753135741395x558904608479141570, 1744743906400x631087870982087000, 1753985929691x853149258569598100, 1751749348389x952656707958261400, 1744397288473x909294892772270800, 1757720364741x595714121363069200, 1753909381745x872991521395046100, 1751224250248x539537516841198200, 1747864432460x772931238395911000, 1763148950401x545361905340972600, 1750784475796x702583457937545900, 1744391553368x301043576290850300, 1749173974503x736079030141835600, 1750784029587x963255839088365200, 1747216018889x770977089491677400, 1753911193017x504194995643152640, 1745273541628x945470626229355500, 1758120880051x675194275556497400, 1754927931120x470668069008822300, 1753465897836x101289632151690960, 1757437593796x460281345015416640, 1747827548541x313848517899538500, 1747420152884x437771544876149700, 1747163465846x476237095610093000, 1744751205492x235134337285239230, 1762364811793x796217509980630800, 1750785338983x949958887494882000, 1744319857648x144922844539837200, 1761930377989x951815782791809400, 1746827109704x963221719337950200, 1750423781412x480534435350699700, 1751319669665x621437589169731200, 1747184079669x994211808429350800, 1750436264420x989591292213482400, 1747170561218x640297169073643000, 1747183179554x540122160625888100, 1749068120323x412920063824988600, 1747848709032x210920410073364830, 1758312173588x895819358343598700, 1754624056001x759184470890143000, 1754941249648x796792188496967000, 1743547621069x279645472884266780",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1763299481819-916b912b-446f-4d5f-89e0-21a151d5549a,2025-11-16 13:24:41.819000+00:00,6b912b44-6f6d-4fc9-a021-a151d5549a6d,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,page
ajs-next-1763299481917-2b446f6d-5fc9-4021-a151-d5549a6d56f7,2025-11-16 13:24:41.917000+00:00,6b912b44-6f6d-4fc9-a021-a151d5549a6d,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1758312173588x895819358343598700, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1743547621069x279645472884266780",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,impression
ajs-next-1763299482123-6f6d5fc9-e021-4151-9554-9a6d56f7aeb3,2025-11-16 13:24:42.123000+00:00,6b912b44-6f6d-4fc9-a021-a151d5549a6d,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1758312173588x895819358343598700, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1743547621069x279645472884266780",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,impression
ajs-next-1763300992908-06a41e47-ea6e-498a-a558-299e976fdf36,2025-11-16 13:49:52.908000+00:00,6b912b44-6f6d-4fc9-a021-a151d5549a6d,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1758312173588x895819358343598700, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1744579851707x640487742075829500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1753982403438x535213824960417500",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,impression
ajs-next-1763300992432-1d1206a4-1e47-4a6e-998a-e558299e976f,2025-11-16 13:49:52.432000+00:00,6b912b44-6f6d-4fc9-a021-a151d5549a6d,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",True,Android,page
ajs-next-1763305573392-f3c5b9d8-3cdd-4ec7-8643-93bd049a24c6,2025-11-16 15:06:13.392000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,start,start,/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,start,start,,,,,,,,,,,,,,,,,,,,,,,page
ajs-next-1763305960446-50557a98-d5c7-4bf8-b76b-b74ecdcf731d,2025-11-16 15:12:40.446000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,1763305551668x997299018011994600,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/business_profile/elizabeth-animal-hospital,https://coloradocatholicbusinessdirectory.com/,,Elizabeth Animal Hospital | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/elizabeth-animal-hospital,,,,,,,,,,,,,,,,logout,navbar,,,,,,,,,,,,,,,,,button_click
ajs-next-1763305702695-7dce5332-93a8-4fbd-8476-cf940df09237,2025-11-16 15:08:22.695000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,1763305551668x997299018011994600,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1763305551668x997299018011994600,,,,,,,,,,,,5,phone,3036462891,,,,,,,,,,,,,,,,,,,input_changed
ajs-next-1763305961940-872ffc1f-c28e-4450-a453-4ff6493e4eeb,2025-11-16 15:12:41.940000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,1763305551668x997299018011994600,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1758312173588x895819358343598700",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1763305553619-b48e97ea-7e81-4f33-88c7-aae6248fa661,2025-11-16 15:05:53.619000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1753374338412x209529915103450200",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impression
ajs-next-1763305736803-533293a8-4fbd-4476-8f94-0df092373db5,2025-11-16 15:08:56.803000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,1763305551668x997299018011994600,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1763305551668x997299018011994600,,,,,,,,,,,,6,website,elizabethanimalhospital@yahoo.com,,,,,,,,,,,,,,,,,,,input_changed
ajs-next-1763305625100-3cdd0ec7-c643-43bd-849a-24c6a11e952b,2025-11-16 15:07:05.100000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,1763305551668x997299018011994600,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/start,https://coloradocatholicbusinessdirectory.com/,,Login,https://coloradocatholicbusinessdirectory.com/start,,,,,,,,,,,,"{'business_id': '1763305551668x997299018011994600', 'email': 'elizabethanimalhospital@yahoo.com'}",,,,,,,,,,,,,,,,,,,,,,identify
ajs-next-1763305553313-df9bcb80-b6b4-4e97-aa7e-812f3388c7aa,2025-11-16 15:05:53.313000+00:00,9bcb80b6-b48e-47ea-be81-2f3388c7aae6,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,,,,page
