anonymousId,userId,name,originalTimestamp,category,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,category_properties,name_properties,input_value,business_id,input_num,input_name,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,email,button_name,traits,sponsored_listing,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,search_text,event_type
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:04:13.617000+00:00,,ajs-next-1755360253617-364ec561-0743-4c82-815a-bb280d71b70e,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:06:00.045000+00:00,,ajs-next-1755360360045-33b2c43a-8181-4ea3-891b-b843ea1eaebb,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1744743906400x631087870982087000,,,,,,,,,,,,,,,more_info_text,,false,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,button_click
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:08:49.335000+00:00,,ajs-next-1755360529335-76be9266-4516-4493-8a7a-a0ed3171c2d3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:04:38.939000+00:00,,ajs-next-1755360278939-e9d21364-2208-4c24-af44-eaae6fa02da2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,,,,,,1744335958024x226211831616957250,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:42.713000+00:00,,ajs-next-1755360462713-e78fb036-406b-4d86-9b2b-a4bbd4b0585e,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1751744301621x758526182685981300,,,,,,,,,,,,,,,more_info_text,,false,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,button_click
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,business_profile,2025-08-16 16:08:53.415000+00:00,profile,ajs-next-1755360533415-5de9a5d7-b63b-423e-bbe5-b6a712c0df5e,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/business_profile/serviam-technology-vendor-management--1749580724532x760028975589297300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/serviam-technology-vendor-management--1749580724532x760028975589297300,/business_profile/serviam-technology-vendor-management--1749580724532x760028975589297300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/serviam-technology-vendor-management--1749580724532x760028975589297300,profile,business_profile,,1749580724532x760028975589297300,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:01:57.298000+00:00,,ajs-next-1755360117298-f93b1e4e-e942-4aec-84f0-bb1aecb96e08,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,business_profile,2025-08-16 16:04:10.826000+00:00,profile,ajs-next-1755360250826-c4f18dcf-921e-4307-abde-14948ea6f9f5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/verso-lalto-business-solutions-1743547621069x279645472884266780,profile,business_profile,,1743547621069x279645472884266780,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:05:45.052000+00:00,,ajs-next-1755360345052-ac4a09fd-e3b2-4ba9-9d56-3975403233f5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,Other,,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,search
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,business_profile,2025-08-16 16:06:38.630000+00:00,profile,ajs-next-1755360398630-7dcdafff-aaae-41ae-8c74-70d2c90f6455,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/business_profile/xavier-mission-fund-1746548006831x128230088489826860,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/xavier-mission-fund-1746548006831x128230088489826860,/business_profile/xavier-mission-fund-1746548006831x128230088489826860,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/xavier-mission-fund-1746548006831x128230088489826860,profile,business_profile,,1746548006831x128230088489826860,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:12.142000+00:00,,ajs-next-1755360432142-95766d1b-8a96-4d9a-afed-37d1a1c95ad0,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1746843461447x686795565273950000,,,,,,,,,,,,,,,more_info_text,,false,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,button_click
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,search,2025-08-16 16:04:28.070000+00:00,search,ajs-next-1755360268070-5dfdd2be-d44a-41d4-aec5-99286501f30d,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,index,2025-08-16 16:01:56.981000+00:00,index,ajs-next-1755360116981-2a82d6f9-3b1e-4ee9-824a-ec44f0bb1aec,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,search,2025-08-16 16:08:48.695000+00:00,search,ajs-next-1755360528695-ae1582ae-76be-4266-8516-94934a7aa0ed,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:06:31.210000+00:00,,ajs-next-1755360391210-7ce2f093-2908-46c9-aae0-460499cb1cb1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,"1751744301621x758526182685981300, 1747163465846x476237095610093000, 1746548006831x128230088489826860, 1744319857648x144922844539837200, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1753465897836x101289632151690960, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1744736810207x919925185055488400, 1749580724532x760028975589297300, 1752687366861x422755081931784260, 1750784475796x702583457937545900, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1747165674437x491901038958021200, 1750783679107x801419812763124500, 1750436264420x989591292213482400, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1745597587022x519433479989605000, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1747184079669x994211808429350800, 1755271286521x378031808974615550, 1744907031541x119079844893356540, 1752182630575x854371423894944000, 1754941249648x796792188496967000, 1749068120323x412920063824988600",,,,,,,,,,,,,,,,,false,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:02.419000+00:00,,ajs-next-1755360422419-4d9a688d-c366-4576-ad1b-8a960d9aafed,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,sidebar,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:29.891000+00:00,,ajs-next-1755360449891-ab42dbf7-f84e-478f-b036-406b7d865b2b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,sidebar,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:08:00.040000+00:00,,ajs-next-1755360480040-5cd0895c-10e0-4c92-b764-0f923a2dc718,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,sidebar,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,business_profile,2025-08-16 16:02:08.291000+00:00,profile,ajs-next-1755360128291-06301c47-93ad-4c66-8061-0b3299047de3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,profile,business_profile,,1753982403438x535213824960417500,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:05:41.590000+00:00,,ajs-next-1755360341590-8974e1ab-ac4a-49fd-a3b2-0ba91d563975,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1743549178851x847080663521240200",,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:30.197000+00:00,,ajs-next-1755360450197-dbf7f84e-e78f-4036-806b-7d865b2ba4bb,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:04:26.268000+00:00,,ajs-next-1755360266268-c5610743-bc82-415a-bb28-0d71b70e0098,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,,,,,,,,search,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,button_click
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,business_profile,2025-08-16 16:06:20.154000+00:00,profile,ajs-next-1755360380154-0ba6fd11-c5e8-4cbe-89bb-d766d2cacfce,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/business_profile/esthers-bramble-1745597587022x519433479989605000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/esthers-bramble-1745597587022x519433479989605000,/business_profile/esthers-bramble-1745597587022x519433479989605000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/esthers-bramble-1745597587022x519433479989605000,profile,business_profile,,1745597587022x519433479989605000,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:06:30.897000+00:00,,ajs-next-1755360390897-21067ce2-f093-4908-86c9-aae0460499cb,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:05:18.628000+00:00,,ajs-next-1755360318628-fd915cc7-ef9b-4a03-af49-1463b2875ec7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,,,,,,,,,,,,search,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,button_click
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:08:00.660000+00:00,,ajs-next-1755360480660-10e04c92-7764-4f92-ba2d-c7182a95cc59,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,"1747163465846x476237095610093000, 1746548006831x128230088489826860, 1744319857648x144922844539837200, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1753465897836x101289632151690960, 1747221865162x703532834449508000, 1744260813114x505427712482621440, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1744736810207x919925185055488400, 1749580724532x760028975589297300, 1752687366861x422755081931784260, 1750784475796x702583457937545900, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1747165674437x491901038958021200, 1750783679107x801419812763124500, 1750436264420x989591292213482400, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1745597587022x519433479989605000, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1747184079669x994211808429350800, 1755271286521x378031808974615550, 1744907031541x119079844893356540, 1752182630575x854371423894944000, 1754941249648x796792188496967000, 1749068120323x412920063824988600, 1751744301621x758526182685981300",,,,,,,,,,,,,,,,,false,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:08:00.346000+00:00,,ajs-next-1755360480346-895c10e0-4c92-4764-8f92-3a2dc7182a95,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,index,2025-08-16 16:05:14.675000+00:00,index,ajs-next-1755360314675-2b7559d5-fd91-4cc7-af9b-7a03ef491463,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:06:10.081000+00:00,,ajs-next-1755360370081-b5a1898e-d170-4f89-b1b9-a287cc2a101f,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,search,2025-08-16 16:06:09.465000+00:00,search,ajs-next-1755360369465-dbf247c5-b5a1-498e-9170-4f8971b9a287,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,,,,,,,,,,,,,,,,,,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,,,page
82d6f93b-1e4e-4942-8aec-44f0bb1aecb9,,,2025-08-16 16:07:02.726000+00:00,,ajs-next-1755360422726-688dc366-9576-4d1b-8a96-0d9aafed37d1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Mobile Safari/537.36 EdgA/139.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,1750436264420x989591292213482400,,,,,,,,,,,,,,,,,true,"[{'brand': 'Not;A=Brand', 'version': '99'}, {'brand': 'Microsoft Edge', 'version': '139'}, {'brand': 'Chromium', 'version': '139'}]",True,Android,main_list,,impression
