messageId,userId,originalTimestamp,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,button_name,location,search_text,category,traits,name,path,referrer,search,title,url,business_id,category_properties,name_properties,sponsored_listing,email,address,other_category,city,description,display_email,business_name,main_category,parish,phone,sub_category,website,input_value,input_num,input_name,event_type
ajs-next-1762823386006-2857b109-6a0c-4813-9a4c-0eccca7157b5,,2025-11-11 01:09:46.006000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,sidebar,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823321166-6da2124d-d8f7-432c-827b-23879ab8e816,,2025-11-11 01:08:41.165000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1758312173588x895819358343598700, 1743547621069x279645472884266780",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823321164-a75d6da2-124d-48f7-b32c-427b23879ab8,,2025-11-11 01:08:41.164000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1744579851707x640487742075829500, 1744335958024x226211831616957250, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1758312173588x895819358343598700, 1743547621069x279645472884266780",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823330559-124dd8f7-332c-427b-a387-9ab8e816bcc6,,2025-11-11 01:08:50.559000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762823386310-b1096a0c-2813-4a4c-8ecc-ca7157b5cec3,,2025-11-11 01:09:46.310000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,main_list,,,,,,,,,,1744335958024x226211831616957250,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762823332722-6e2befd7-3804-42d7-82cb-aa01781b03e2,,2025-11-11 01:08:52.722000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,page
ajs-next-1762823470148-ed0141b4-d051-4db6-848f-a9b4fe6f5896,,2025-11-11 01:11:10.148000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,search,,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,page
ajs-next-1762823330864-d8f7332c-427b-4387-9ab8-e816bcc6e7ca,,2025-11-11 01:08:50.864000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,Home Services,,,,,,,,,,,,,,,,,,,,,,,,,,,search
ajs-next-1762823333650-92d7c2cb-aa01-481b-83e2-365524b3da06,,2025-11-11 01:08:53.650000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1755621956288x571897163769246900, 1750783674403x491887953737125700, 1749742920378x965836759111504900, 1759153763139x433792388290277000, 1745273541628x945470626229355500, 1746855895334x711816173120128000, 1751319669665x621437589169731200, 1744579851707x640487742075829500, 1754505203290x671062062407191900, 1759423986281x805514757919405700, 1747216018889x770977089491677400, 1747864432460x772931238395911000, 1747398900475x598159844147748100, 1744398484109x785674167096991400, 1744748222708x779656090283929300, 1755533063776x956164571796881400, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1754927931120x470668069008822300, 1744335958024x226211831616957250",,,false,,,,,,,,,,,,,,,,impression
ajs-next-1762823471064-3db6048f-a9b4-4e6f-9896-edf8700878f4,,2025-11-11 01:11:11.064000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1751319669665x621437589169731200, 1747216018889x770977089491677400, 1749742920378x965836759111504900, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1754505203290x671062062407191900, 1755533063776x956164571796881400, 1759153763139x433792388290277000, 1753911193017x504194995643152640, 1745273541628x945470626229355500, 1744748222708x779656090283929300, 1744751205492x235134337285239230, 1746855895334x711816173120128000, 1759423986281x805514757919405700, 1747398900475x598159844147748100, 1747864432460x772931238395911000, 1755621956288x571897163769246900, 1744579851707x640487742075829500, 1744398484109x785674167096991400, 1754927931120x470668069008822300",,,false,,,,,,,,,,,,,,,,impression
ajs-next-1762823386614-6a0c2813-5a4c-4ecc-8a71-57b5cec3e6b7,,2025-11-11 01:09:46.614000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1744751205492x235134337285239230, 1749742920378x965836759111504900, 1747398900475x598159844147748100, 1746855895334x711816173120128000, 1754505203290x671062062407191900, 1755533063776x956164571796881400, 1751319669665x621437589169731200, 1744335958024x226211831616957250, 1747864432460x772931238395911000, 1759423986281x805514757919405700, 1759153763139x433792388290277000, 1753911193017x504194995643152640, 1754927931120x470668069008822300, 1744579851707x640487742075829500, 1744748222708x779656090283929300, 1747216018889x770977089491677400, 1745273541628x945470626229355500, 1744398484109x785674167096991400, 1755621956288x571897163769246900, 1750783674403x491887953737125700",,,false,,,,,,,,,,,,,,,,impression
ajs-next-1762823743829-048fa9b4-fe6f-4896-adf8-700878f4916a,,2025-11-11 01:15:43.829000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,map_maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762823436346-4452e156-fc97-448f-87ee-96832f0f7034,,2025-11-11 01:10:36.346000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/business_profile/rebecca-thompson---realtor-1887-realty-co-1744751205492x235134337285239230,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rebecca-thompson---realtor-1887-realty-co-1744751205492x235134337285239230,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,profile,,business_profile,/business_profile/rebecca-thompson---realtor-1887-realty-co-1744751205492x235134337285239230,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/rebecca-thompson---realtor-1887-realty-co-1744751205492x235134337285239230,1744751205492x235134337285239230,profile,business_profile,,,,,,,,,,,,,,,,,page
ajs-next-1762823797142-a9b4fe6f-5896-4df8-b008-78f4916aed78,,2025-11-11 01:16:37.142000+00:00,9272f81a-5449-4953-97fd-0cb976aed1fc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,map_maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762854940127-35c5cbf9-a46c-4700-9875-bc864c4e30c9,,2025-11-11 09:55:40.127000+00:00,c5cbf9a4-6c77-40d8-b5bc-864c4e30c99c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,[],False,,,,,profile,,business_profile,/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tony-capra-plumbing-and-heating-1754927931120x470668069008822300,1754927931120x470668069008822300,profile,business_profile,,,,,,,,,,,,,,,,,page
ajs-next-1762875796871-557a6f15-4cc3-4c5e-a192-181893a17f4e,,2025-11-11 15:43:16.871000+00:00,7a6f154c-c3ac-4e21-9218-1893a17f4e2a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,dashboard,,dashboard,/dashboard,,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1762875799493x495711671020435700,dashboard,dashboard,,,,,,,,,,,,,,,,,page
ajs-next-1762885426429-97854d12-2393-49b7-8626-e33af30f3b01,,2025-11-11 18:23:46.429000+00:00,854d1223-93b9-4706-a6e3-3af30f3b01e8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762885413323-8b6421e6-a080-4b5b-b0c0-9a5c30f9b23f,,2025-11-11 18:23:33.323000+00:00,6421e6a0-803b-4b70-809a-5c30f9b23f4d,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762885414001-803b5b70-c09a-4c30-b9b2-3f4d88baba19,,2025-11-11 18:23:34.001000+00:00,6421e6a0-803b-4b70-809a-5c30f9b23f4d,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,,,,,,,,,"1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1743547621069x279645472884266780",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762886824533-44c85a4d-da54-484b-91c8-4a5bdbc98f2d,,2025-11-11 18:47:04.533000+00:00,8fea66ab-a99d-4e2d-bb32-eb3152defd9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=brother%20construction&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=brother%20construction&category=,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,main_list,,,,,,,,,,1758312173588x895819358343598700,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762885687239-9fa8c4d3-8cfb-4454-872c-d70834d35af1,,2025-11-11 18:28:07.239000+00:00,a8c4d38c-fba4-44c7-acd7-0834d35af17a,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,index,,index,/,https://www.google.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762885419954-54095d43-777d-4db1-98e4-47c4e490ff5c,,2025-11-11 18:23:39.954000+00:00,d6d0e6e4-5409-4d43-b77d-4db1d8e447c4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,,,,,,,,,"1743549178851x847080663521240200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1758312173588x895819358343598700",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762885419313-d2d6d0e6-e454-495d-8377-7d4db1d8e447,,2025-11-11 18:23:39.313000+00:00,d6d0e6e4-5409-4d43-b77d-4db1d8e447c4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,index,,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,page
ajs-next-1762886822126-9e2d7b32-eb31-42de-bd9a-77363bf574bb,,2025-11-11 18:47:02.126000+00:00,8fea66ab-a99d-4e2d-bb32-eb3152defd9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762886834008-e0e389d3-0d1a-42ff-b7e1-bfc90813b78a,,2025-11-11 18:47:14.008000+00:00,8fea66ab-a99d-4e2d-bb32-eb3152defd9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,"1744579851707x640487742075829500, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1758312173588x895819358343598700, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1744335958024x226211831616957250, 1753982403438x535213824960417500",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762886861360-6a8323ab-dd59-4bcf-a568-9f934c263e2a,,2025-11-11 18:47:41.360000+00:00,8fea66ab-a99d-4e2d-bb32-eb3152defd9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,map_maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762885426743-122393b9-b706-46e3-baf3-0f3b01e85b87,,2025-11-11 18:23:46.743000+00:00,854d1223-93b9-4706-a6e3-3af30f3b01e8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,,,,,,,,,"1744579851707x640487742075829500, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1758312173588x895819358343598700, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1750436264420x989591292213482400, 1743549178851x847080663521240200, 1743547621069x279645472884266780",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762885698841-d3449eac-5dbf-4316-b044-3dfc36fd9c30,,2025-11-11 18:28:18.841000+00:00,a8c4d38c-fba4-44c7-acd7-0834d35af17a,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",/about_us/1762885685761x559518932622367000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1762885685761x559518932622367000,,,,,,,about_us,,about_us,/about_us/1762885685761x559518932622367000,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1762885685761x559518932622367000,,about_us,about_us,,,,,,,,,,,,,,,,,page
ajs-next-1762886848625-2e6eca51-6a83-43ab-9d59-6bcfe5689f93,,2025-11-11 18:47:28.625000+00:00,8fea66ab-a99d-4e2d-bb32-eb3152defd9a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,map_maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
ajs-next-1762885413997-e6a0803b-5b70-409a-9c30-f9b23f4d88ba,,2025-11-11 18:23:33.997000+00:00,6421e6a0-803b-4b70-809a-5c30f9b23f4d,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,,,,,,,,,"1743549178851x847080663521240200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1743547621069x279645472884266780",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762885419951-e6e45409-5d43-477d-8db1-d8e447c4e490,,2025-11-11 18:23:39.951000+00:00,d6d0e6e4-5409-4d43-b77d-4db1d8e447c4,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.37 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'HeadlessChrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Linux,,,,,,,,,,,,"1743549178851x847080663521240200, 1750436264420x989591292213482400, 1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1752717497153x537286585580736960, 1758312173588x895819358343598700",,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762888819383-9e558733-a313-4e1d-82db-ce02069310fc,,2025-11-11 19:20:19.383000+00:00,f76e98ce-0573-4ef3-933e-cf4fc3ccf49e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,main_list,,,,,,,,,,1743547621069x279645472884266780,,,true,,,,,,,,,,,,,,,,impression
ajs-next-1762888834308-de1d42db-ce02-4693-90fc-0f1b3877512e,,2025-11-11 19:20:34.308000+00:00,f76e98ce-0573-4ef3-933e-cf4fc3ccf49e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Google Chrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,map_maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,button_click
