category,messageId,userId,originalTimestamp,anonymousId,name,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,path,referrer,search,title,url,business_id,category_properties,name_properties,properties,traits,sponsored_listing,button_name,location,input_value,input_num,input_name,search_text,city,parish,email,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
profile,ajs-next-1770165515755-9b9e146f-176a-48e4-b717-a093b4a04de4,1744397288473x909294892772270800,2026-02-04 00:38:35.755000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,business_profile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/treeline-roofing--construction-1763408145585x201322720695875870,1763408145585x201322720695875870,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
dashboard,ajs-next-1770165399680-23ad6c6d-cb89-41ef-921b-0122a7b5499f,1744397288473x909294892772270800,2026-02-04 00:36:39.680000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,1744397288473x909294892772270800,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1770165256217-b85843b2-c29d-44cb-852c-030a98611003,1744397288473x909294892772270800,2026-02-04 00:34:16.217000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,"{'business_id': '1744397288473x909294892772270800', 'email': 'info@servebc.com'}",,,,,,,,,,,,,,,,,,,,identify
dashboard,ajs-next-1770165397050-fb1f23ad-6c6d-4b89-91ef-921b0122a7b5,1744397288473x909294892772270800,2026-02-04 00:36:37.050000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=settings,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=settings,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,"{'path': '/dashboard', 'referrer': 'https://coloradocatholicbusinessdirectory.com/', 'search': '?view=settings', 'title': 'Colorado Catholic Business Directory', 'url': 'https://coloradocatholicbusinessdirectory.com/dashboard?view=settings', 'business_id': '1744397288473x909294892772270800', 'category': 'dashboard', 'name': 'dashboard'}",,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1770165443201-361ddd74-514d-4a7d-8f9d-cd663fa69d5b,1744397288473x909294892772270800,2026-02-04 00:37:23.201000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1752717497153x537286585580736960,,,,,true,,main_list,,,,,,,,,,,,,,,,,impression
,ajs-next-1770165286663-3a329f88-62b4-4478-bb43-ddaee815df3b,1744397288473x909294892772270800,2026-02-04 00:34:46.663000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1744397288473x909294892772270800,,,,,,,,https://www.servebc.com,6,website,,,,,,,,,,,,,,input_changed
,ajs-next-1770165255716-23dab858-43b2-429d-a4cb-c52c030a9861,,2026-02-04 00:34:15.716000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/start,https://coloradocatholicbusinessdirectory.com/,?login=yes,Login,https://coloradocatholicbusinessdirectory.com/start?login=yes,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,login,,,,,,,,info@servebc.com,,,,,,,,,,button_click
,ajs-next-1770165361542-62b4d478-3b43-4dae-a815-df3b77b735bd,1744397288473x909294892772270800,2026-02-04 00:36:01.542000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1744397288473x909294892772270800,,,,,,,,"At Serve Business Consulting LLC, we’re more than just consultants; we’re your partners in creating world-class customer experiences and fostering exceptional workplace environments.Based in Colorado Springs, we specialize in data-driven customer service training, leadership development, and monitoring solutions designed to help businesses throughout the Front Range thrive.

Our Mission - Through authentic relationships built on sincerity and humility, we analyze customer and employee interactions to cultivate a culture where service is a consistent joy.

What We Offer - 
1. Fractional CXO Services
- A single, unifying POC for customer and employee experience regardless of how may locations your business operates.
- C-Suite level leadership without the C-Suite level pricing

2. Leadership Development:
- Background Leadership 101™: Cultivate servant leadership among executives and managers with hands-on training and personalized coaching.
- Background Leadership Certification™: Advanced coaching and skill-building for leaders to master servant leadership techniques.

3. Individual Customer Service Certification:
- It’s a BLAST to SERVE™ Certification: Equip your team with de-escalation techniques and best practices for daily interactions.
- SERVE-ing Beside Christ™ Certification: Specialized training tailored for church environments, combining prayer and practical service strategies.

4. A La Carte Services:
- Customer, employee, and event satisfaction surveys
- Net Promoter Score (NPS) assessments
 -Customizable feedback systems

Why Choose Us?
- Customized Solutions: Tailored programs to meet your organization’s unique needs.
- In-Person Expertise: We work directly with your team to ensure impactful results.
- Proven Results: Accredited by BBB and committed to achieving measurable outcomes for your business.",11,description,,,,,,,,,,,,,,input_changed
,ajs-next-1770165483067-cd663fa6-9d5b-4ad9-befe-a6a20ee45bf0,1744397288473x909294892772270800,2026-02-04 00:38:03.067000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,true,,sidebar,,,,,,,,,,,,,,,,,impression
,ajs-next-1770165273899-7e97dbc1-3a32-4f88-a2b4-d4783b43ddae,1744397288473x909294892772270800,2026-02-04 00:34:33.899000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,"{'business_id': '1744397288473x909294892772270800', 'email': 'info@servebc.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,identify
,ajs-next-1770165395747-5383a0d6-fb1f-43ad-ac6d-cb8991ef921b,1744397288473x909294892772270800,2026-02-04 00:36:35.747000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,"{'business_id': '1744397288473x909294892772270800', 'email': 'info@servebc.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,identify
,ajs-next-1770165366527-3b43ddae-e815-4f3b-b7b7-35bd30d69fd7,1744397288473x909294892772270800,2026-02-04 00:36:06.527000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1744397288473x909294892772270800,,,,,,faith,,,,,,,,,,,,,,,,,,button_click
,ajs-next-1770165439450-899732e2-1b8d-47d9-83cb-271cf25a3676,1744397288473x909294892772270800,2026-02-04 00:37:19.450000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
search,ajs-next-1770165442590-5ede6d6e-361d-4d74-914d-aa7d0f9dcd66,1744397288473x909294892772270800,2026-02-04 00:37:22.590000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,search,search,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1770165443510-dd74514d-aa7d-4f9d-8d66-3fa69d5b3ad9,1744397288473x909294892772270800,2026-02-04 00:37:23.510000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,"1753374338412x209529915103450200, 1768426055630x579798080961828200, 1744397288473x909294892772270800, 1743547621069x279645472884266780, 1757437593796x460281345015416640, 1752717497153x537286585580736960, 1744643921578x315333816253624100, 1754081360962x724252535884739300, 1765399408996x262641226191956400, 1754084205128x675147807630683600, 1757438153395x416809556103947500",,,,,false,,,,,,,,,,,,,,,,,,,impression
search,ajs-next-1770165482757-0f9dcd66-3fa6-4d5b-bad9-7efea6a20ee4,1744397288473x909294892772270800,2026-02-04 00:38:02.757000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,search,search,,,,,,,,,,,,,,,,,,,,,,page
,ajs-next-1770165482134-514daa7d-0f9d-4d66-bfa6-9d5b3ad97efe,1744397288473x909294892772270800,2026-02-04 00:38:02.134000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,,,search,,,,,,,,,,,,,,,,,,button_click
,ajs-next-1770165370070-9a2a0ace-553f-45aa-bbf0-1d49a82d2582,1744397288473x909294892772270800,2026-02-04 00:36:10.070000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/business_profile/serve-business-consulting-llc,https://coloradocatholicbusinessdirectory.com/,,Serve Business Consulting LLC | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/serve-business-consulting-llc,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,,,,,"{'business_id': '1744397288473x909294892772270800', 'email': 'info@servebc.com', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,,,identify
,ajs-next-1770165367498-ddaee815-df3b-47b7-b5bd-30d69fd70f04,1744397288473x909294892772270800,2026-02-04 00:36:07.498000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,1744397288473x909294892772270800,,,,,,,,,,,,Colorado Springs,St. Francis of Assisi - Colorado Springs,info@servebc.com,6889 Sproul Ln,,"At Serve Business Consulting LLC, we’re more than just consultants; we’re your partners in creating world-class customer experiences and fostering exceptional workplace environments.Based in Colorado Springs, we specialize in data-driven customer service training, leadership development, and monitoring solutions designed to help businesses throughout the Front Range thrive.

Our Mission - Through authentic relationships built on sincerity and humility, we analyze customer and employee interactions to cultivate a culture where service is a consistent joy.

What We Offer - 
1. Fractional CXO Services
- A single, unifying POC for customer and employee experience regardless of how may locations your business operates.
- C-Suite level leadership without the C-Suite level pricing

2. Leadership Development:
- Background Leadership 101™: Cultivate servant leadership among executives and managers with hands-on training and personalized coaching.
- Background Leadership Certification™: Advanced coaching and skill-building for leaders to master servant leadership techniques.

3. Individual Customer Service Certification:
- It’s a BLAST to SERVE™ Certification: Equip your team with de-escalation techniques and best practices for daily interactions.
- SERVE-ing Beside Christ™ Certification: Specialized training tailored for church environments, combining prayer and practical service strategies.

4. A La Carte Services:
- Customer, employee, and event satisfaction surveys
- Net Promoter Score (NPS) assessments
 -Customizable feedback systems

Why Choose Us?
- Customized Solutions: Tailored programs to meet your organization’s unique needs.
- In-Person Expertise: We work directly with your team to ensure impactful results.
- Proven Results: Accredited by BBB and committed to achieving measurable outcomes for your business.",info@servebc.com,Serve Business Consulting LLC,Marketing/B2B,(719) 301-4852,Consulting,https://www.servebc.com,db_update
,ajs-next-1770165483677-9d5b3ad9-7efe-46a2-8ee4-5bf0ecb2f5bf,1744397288473x909294892772270800,2026-02-04 00:38:03.677000+00:00,be28fe89-2f63-4ca8-8603-d65ed4be2a7b,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"[{'brand': 'Not(A:Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '144'}, {'brand': 'Google Chrome', 'version': '144'}]",False,Windows,,,,,,"1754505203290x671062062407191900, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1744748222708x779656090283929300, 1745273541628x945470626229355500, 1744751205492x235134337285239230, 1746855895334x711816173120128000, 1747864432460x772931238395911000, 1744579851707x640487742075829500, 1768581853937x610498789092930300, 1750783674403x491887953737125700, 1744335958024x226211831616957250, 1763148950401x545361905340972600, 1759153763139x433792388290277000, 1747216018889x770977089491677400, 1744398484109x785674167096991400, 1759423986281x805514757919405700, 1753911193017x504194995643152640, 1747398900475x598159844147748100, 1763255155587x707008769292458900, 1759930025997x126109694575208930, 1763408145585x201322720695875870, 1749742920378x965836759111504900, 1754927931120x470668069008822300, 1755533063776x956164571796881400",,,,,false,,,,,,,,,,,,,,,,,,,impression
profile,ajs-next-1770184630591-01e1d427-2fe5-4421-b861-27b0db002cf4,,2026-02-04 05:57:10.591000+00:00,d7738d8e-36bf-4fc1-ab7b-bc7b37f05b28,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/wild-goose-music-1750436264420x989591292213482400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/wild-goose-music-1750436264420x989591292213482400,1750436264420x989591292213482400,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770184619624-dad7738d-8e36-4faf-816b-7bbc7b37f05b,,2026-02-04 05:56:59.624000+00:00,d7738d8e-36bf-4fc1-ab7b-bc7b37f05b28,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770186220139-2f7fc3da-bebc-4279-b098-ae7f7a797ac5,,2026-02-04 06:23:40.139000+00:00,7fc3dabe-bcf2-49f0-98ae-7f7a797ac597,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770184625582-9e15dd45-3028-455e-9162-ed5f62965f7c,,2026-02-04 05:57:05.582000+00:00,d7738d8e-36bf-4fc1-ab7b-bc7b37f05b28,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
start,ajs-next-1770186251716-7b1e86eb-391e-453c-ac1b-ebafedd882a4,,2026-02-04 06:24:11.716000+00:00,7fc3dabe-bcf2-49f0-98ae-7f7a797ac597,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770186231712-e4dbedc0-5350-400d-b728-fed1e21abb37,,2026-02-04 06:23:51.712000+00:00,7fc3dabe-bcf2-49f0-98ae-7f7a797ac597,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770186225297-811ce100-1f4e-4dc4-aa97-7dd024ce6dde,,2026-02-04 06:23:45.297000+00:00,7fc3dabe-bcf2-49f0-98ae-7f7a797ac597,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/slider-artworks-1744335958024x226211831616957250,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/slider-artworks-1744335958024x226211831616957250,1744335958024x226211831616957250,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
profile,ajs-next-1770186894090-4a950b8d-e25e-47f3-9f88-112b9e29f82e,,2026-02-04 06:34:54.090000+00:00,950b8de2-5eb7-435f-8811-2b9e29f82eeb,business_profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Linux,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,page
