name,originalTimestamp,userId,messageId,anonymousId,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,button_name,userAgentData.brands,userAgentData.mobile,userAgentData.platform,location,sponsored_listing,search_text,city,parish,email,properties,traits,input_num,input_name,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
,2026-01-30 02:48:32.306000+00:00,,ajs-next-1769741312306-913095ea-dd79-4ddc-b664-4b49f2606c76,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Accounting%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Accounting%20&category=,,,,,,"1746827109704x963221719337950200, 1743547621069x279645472884266780, 1746635677548x343522492232585660, 1766011883106x917993758751800300, 1768427614253x929508274229176300, 1764711530894x480989914892320700",,,,,,,,false,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:48:09.225000+00:00,,ajs-next-1769741289225-1aa9465a-f073-47af-bc70-045f6d263273,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250",,,,,,,,true,,,,,,,,,,,,,,,,,,impression
business_profile,2026-01-30 03:11:40.095000+00:00,,ajs-next-1769742700095-435c93b9-64ef-488a-9f2b-5a60588a6481,0309eeeb-65e2-4cc6-ba85-282ecb680df5,profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/fidelis-catholic-credit-union-1753982403438x535213824960417500,1753982403438x535213824960417500,profile,business_profile,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:44:14.018000+00:00,,ajs-next-1769741054018-1415126f-5127-424f-8e62-7d9318d74883,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,1753982403438x535213824960417500,,,,,,,main_list,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:45:15.387000+00:00,,ajs-next-1769741115387-d70e3cff-714e-48cf-b33b-a9dc626bd704,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,"1764963280733x431041418968701760, 1765991015203x350068785849064760, 1744391553368x301043576290850300, 1744134674881x127285411168640110, 1763672237927x725969385673238800, 1746635677548x343522492232585660, 1750785338983x949958887494882000, 1760458225389x690604949380638100, 1768584016102x834619843946063900, 1757369121056x350487849823425600, 1761919898226x928695665795906700, 1753135741395x558904608479141570, 1758312173588x895819358343598700, 1746827109704x963221719337950200, 1750784029587x963255839088365200, 1753982403438x535213824960417500, 1761762406893x958878656538368500, 1766011883106x917993758751800300",,,,,,,,false,,,,,,,,,,,,,,,,,,impression
,2026-01-30 02:48:31.671000+00:00,,ajs-next-1769741311671-d5b18063-9130-45ea-9d79-bddcb6644b49,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=Accounting%20&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Accounting%20&category=,,,,,,,,,,,,,sidebar,true,,,,,,,,,,,,,,,,,,impression
business_profile,2026-01-30 02:44:57.550000+00:00,,ajs-next-1769741097550-8d6d6b1d-e4ed-41f5-b2a8-f6e35f457969,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/business_profile/gratia-bookkeeping-llc-1764963280733x431041418968701760,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gratia-bookkeeping-llc-1764963280733x431041418968701760,/business_profile/gratia-bookkeeping-llc-1764963280733x431041418968701760,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gratia-bookkeeping-llc-1764963280733x431041418968701760,1764963280733x431041418968701760,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
index,2026-01-30 02:48:08.715000+00:00,,ajs-next-1769741288715-aa431aa9-465a-4073-97af-3c70045f6d26,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,index,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,,,,,,,,,,,,,,,,,,,,,,,page
business_profile,2026-01-30 02:48:49.379000+00:00,,ajs-next-1769741329379-84ad608f-452c-4b9a-9233-87b2c8e83e03,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/business_profile/virtueworks-llc-1764711530894x480989914892320700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1764711530894x480989914892320700,/business_profile/virtueworks-llc-1764711530894x480989914892320700,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/virtueworks-llc-1764711530894x480989914892320700,1764711530894x480989914892320700,profile,business_profile,,,,,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 02:45:31.776000+00:00,,ajs-next-1769741131776-714e38cf-f33b-49dc-a26b-d7040c80b77c,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,Other,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,,,,,,main_search,,,,,,,,,,,,,,,,,,,search
,2026-01-30 02:51:59.506000+00:00,,ajs-next-1769741519506-db08118b-cead-4efd-a86a-0eefed0692b1,235b33b1-dc2c-4bdf-9a1f-60a8ac3a01f3,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/405.0.859829126 Mobile/15E148 Safari/604.1",/business_profile/principle-accounting-llc-1746827109704x963221719337950200,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/principle-accounting-llc-1746827109704x963221719337950200,,,,,,1746827109704x963221719337950200,,,visit_website,,,,,,,,,,,,,,,,,,,,,,,button_click
dashboard,2026-01-30 03:14:28.117000+00:00,1769635123521x385801932800474700,ajs-next-1769742868117-5e823e20-abe6-4241-826c-d9a5684d7478,af2fe629-d721-4883-be42-6d2a4208a335,dashboard,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/144.0.7559.95 Mobile/15E148 Safari/604.1",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1769736470806x294345844004506600,dashboard,dashboard,,,,,,,,,,,,,,,,,,,,,,,,page
business_profile,2026-01-30 03:11:35.023000+00:00,,ajs-next-1769742695023-d6f00c4c-948d-46a6-a48e-0c8d57be28bb,0309eeeb-65e2-4cc6-ba85-282ecb680df5,profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/talitha-koum-sourdough-1743549178851x847080663521240200,1743549178851x847080663521240200,profile,business_profile,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
start,2026-01-30 03:11:45.100000+00:00,,ajs-next-1769742705100-659df4e2-a229-47e4-a366-322267a81bcb,0309eeeb-65e2-4cc6-ba85-282ecb680df5,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
business_profile,2026-01-30 03:11:30.273000+00:00,,ajs-next-1769742690273-7a0309ee-eb65-42cc-86fa-85282ecb680d,0309eeeb-65e2-4cc6-ba85-282ecb680df5,profile,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/spark-marketing--consulting-llc-1753374338412x209529915103450200,1753374338412x209529915103450200,profile,business_profile,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
start,2026-01-30 05:31:30.054000+00:00,,ajs-next-1769751090054-f8565d69-f87f-416d-85d6-6d3021ac73c9,15b00f70-2a43-48b8-a306-d3502074e372,start,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
index,2026-01-30 05:31:16.428000+00:00,,ajs-next-1769751076428-9015b00f-702a-43c8-b8a3-06d3502074e3,15b00f70-2a43-48b8-a306-d3502074e372,index,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36""",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,Linux,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 07:00:57.713000+00:00,,ajs-next-1769756457713-c639505c-d93b-41cd-a0cd-b4de4e8a7cab,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=print&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=print&category=,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,sidebar,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:13.501000+00:00,,ajs-next-1769756473501-bb4e381e-983f-461f-9a5c-2b8acf9109fb,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,search,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,button_click
start,2026-01-30 07:00:37.371000+00:00,,ajs-next-1769756437371-8ff16f9a-55bc-4ec5-9290-52b480af4dc7,f16f9a55-bc7e-4592-9052-b480af4dc78d,start,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,/start,,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,start,start,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 07:00:58.017000+00:00,,ajs-next-1769756458017-505cd93b-e1cd-40cd-b4de-4e8a7cabad55,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=print&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=print&category=,,,,,,1753982403438x535213824960417500,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,main_list,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:00:37.925000+00:00,,ajs-next-1769756437925-55e6740d-331b-40b1-a4dd-69927f2ed75c,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1743547621069x279645472884266780, 1753374338412x209529915103450200, 1743549178851x847080663521240200, 1744335958024x226211831616957250, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1750436264420x989591292213482400",,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,true,,,,,,,,,,,,,,,,,,impression
search,2026-01-30 07:01:38.712000+00:00,,ajs-next-1769756498712-48633972-df45-4cfa-a486-d5f504577e42,f16f9a55-bc7e-4592-9052-b480af4dc78d,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,search,search,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 07:01:15.984000+00:00,,ajs-next-1769756475984-49e07f89-8630-4ecb-be6b-48633972df45,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,sidebar,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:39.625000+00:00,,ajs-next-1769756499625-9cfaa486-d5f5-4457-be42-1ae911264a88,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,"1761762406893x958878656538368500, 1753982403438x535213824960417500, 1753135741395x558904608479141570, 1750784029587x963255839088365200, 1763672237927x725969385673238800, 1744134674881x127285411168640110, 1746827109704x963221719337950200, 1761919898226x928695665795906700, 1766011883106x917993758751800300, 1768584016102x834619843946063900, 1750785338983x949958887494882000, 1760458225389x690604949380638100, 1765991015203x350068785849064760, 1746635677548x343522492232585660, 1757369121056x350487849823425600, 1758312173588x895819358343598700, 1744391553368x301043576290850300, 1764963280733x431041418968701760",,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,false,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:00:55.962000+00:00,,ajs-next-1769756455962-740d331b-80b1-44dd-a992-7f2ed75cc698,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,search,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,button_click
,2026-01-30 07:00:58.323000+00:00,,ajs-next-1769756458323-d93be1cd-e0cd-44de-8e8a-7cabad557203,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=print&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=print&category=,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,false,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:04.461000+00:00,,ajs-next-1769756464461-c027bb4e-381e-483f-961f-5a5c2b8acf91,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,"1753982403438x535213824960417500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1752717497153x537286585580736960, 1744579851707x640487742075829500, 1753374338412x209529915103450200",,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:16.592000+00:00,,ajs-next-1769756476592-86309ecb-7e6b-4863-b972-df459cfaa486,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,"1743547621069x279645472884266780, 1765399408996x262641226191956400, 1744643921578x315333816253624100, 1757437593796x460281345015416640, 1753374338412x209529915103450200, 1754084205128x675147807630683600, 1752717497153x537286585580736960, 1757438153395x416809556103947500, 1744397288473x909294892772270800, 1754081360962x724252535884739300, 1768426055630x579798080961828200",,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,false,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:16.286000+00:00,,ajs-next-1769756476286-7f898630-9ecb-4e6b-8863-3972df459cfa,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,1743547621069x279645472884266780,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,main_list,true,,,,,,,,,,,,,,,,,,impression
search,2026-01-30 07:00:57.410000+00:00,,ajs-next-1769756457410-2166c639-505c-493b-a1cd-e0cdb4de4e8a,f16f9a55-bc7e-4592-9052-b480af4dc78d,search,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=print&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=print&category=,/search,https://coloradocatholicbusinessdirectory.com/,?query=print&category=,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=print&category=,,search,search,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,page
,2026-01-30 07:01:39.016000+00:00,,ajs-next-1769756499016-3972df45-9cfa-4486-95f5-04577e421ae9,f16f9a55-bc7e-4592-9052-b480af4dc78d,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Finance,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Finance,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,sidebar,true,,,,,,,,,,,,,,,,,,impression
,2026-01-30 07:01:38.405000+00:00,,ajs-next-1769756498405-7e6b4863-3972-4f45-9cfa-a486d5f50457,f16f9a55-bc7e-4592-9052-b480af4dc78d,Finance,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Marketing%2FB2B,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Marketing%2FB2B,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,main_search,,,,,,,,,,,,,,,,,,,search
index,2026-01-30 07:00:37.508000+00:00,,ajs-next-1769756437508-84be55e6-740d-431b-80b1-64dd69927f2e,f16f9a55-bc7e-4592-9052-b480af4dc78d,index,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,index,index,,"[{'brand': 'Google Chrome', 'version': '143'}, {'brand': 'Chromium', 'version': '143'}, {'brand': 'Not A(Brand', 'version': '24'}]",False,macOS,,,,,,,,,,,,,,,,,,,,page
